,word,pos,cefr
5998,mastery,noun,B2
5999,match,noun,A1
6000,match,verb,B1
6001,mate,noun,B2
6002,material,noun,A2
6003,math/maths,noun,A1
6005,mathematician,noun,B1
6006,mathematics,noun,B1
6007,matter,noun,A1
6008,matter,verb,A2
6009,mature,adjective,B2
6010,mausoleum,noun,B2
6011,max,noun,A2
6012,maximum,adjective,B1
6013,maximum,noun,B1
6014,may,modal auxiliary,A1
6015,May,noun,A1
6016,maybe,adverb,A1
6018,me,pronoun,A1
6019,meal,noun,A1
6020,mean,adjective,A2
6021,mean,noun,B2
6022,mean,verb,A1
6023,meaning,noun,A2
6025,means,noun,B2
6026,meanwhile,adverb,B1
6027,measure,noun,B1
6028,measure,verb,B1
6029,measurement,noun,B1
6030,meat,noun,A1
6033,mechanize/mechanise,verb,B2
6035,media,noun,B2
6036,medical,adjective,A2
6038,medicine,noun,A1
6039,medieval/mediaeval,adjective,B2
6040,mediocre,adjective,B2
6041,meditate,verb,B1
6043,Mediterranean,noun,B1
6044,medium,adjective,B1
6045,medium,noun,B1
6046,meet,verb,A1
6047,meeting,noun,A1
6049,melon,noun,A2
6050,melt,verb,B1
6051,member,noun,A2
6055,memorize/memorise,verb,B1
6056,memory,noun,A1
6057,mend,verb,B1
6058,mental,adjective,B1
6059,mentally,adverb,B1
6060,mention,noun,A2
6061,mention,verb,B1
6063,menu,noun,A2
6064,merchandise,noun,B2
6071,merry,adjective,A1
6072,mess,noun,B1
6073,mess,verb,B2
6074,message,noun,A1
6075,message board,noun,B1
6076,messenger,noun,B2
6077,messy,adjective,B1
6078,metal,noun,A2
6080,meter/metre,noun,A2
6081,method,noun,A2
6082,metric,adjective,B2
6083,micro,noun,B2
6084,microbe,noun,B2
6085,microcomputer,noun,B2
6086,micrometer/micrometre,noun,B2
6087,microorganism,noun,B2
6088,microphone,noun,B2
6089,microscope,noun,B2
6090,microscopic,adjective,B2
6091,microscopy,noun,B2
6092,microwave,noun,B2
6093,midday,noun,A2
6094,middle,adjective,A1
6095,middle,noun,A2
6096,middle-aged,adjective,B1
6097,midnight,noun,A2
6099,might,modal auxiliary,A2
6100,mighty,adjective,B2
6102,mild,adjective,B1
6103,mile,noun,B1
6104,military,adjective,A2
6105,milk,noun,A1
6107,millimeter/millimetre,noun,B2
6108,million,number,A2
6109,millionaire,noun,B2
6110,mimic,noun,B2
6111,mind,noun,A1
6112,mind,verb,A2
6113,mine,noun,B2
6114,mine,pronoun,A1
6115,mineral,noun,B1
6116,mineral water,noun,A2
6117,miniature,adjective,B2
6118,minimize/minimise,verb,B1
6119,minimum,adjective,B1
6120,minimum,noun,B1
6121,minister,noun,B2
6122,minor,adjective,B1
6123,minority,noun,B1
6124,mint,noun,B2
6125,minus,preposition,B1
6126,minute,noun,A1
6128,mirror,noun,A2
6129,mischief,noun,B1
6130,misconception,noun,B2
6133,misfortune,noun,B2
6134,mislead,verb,B1
6136,Miss,noun,A1
6137,miss,verb,A1
6139,missing,adjective,A2
6140,mission,noun,B1
6141,mist,noun,B2
6142,mistake,noun,A2
6143,mistreat,verb,B2
6144,mistrustful,adjective,B2
6145,misty,adjective,B1
6146,misunderstand,verb,B2
6147,misunderstanding,noun,B1
6148,mix,noun,B2
6149,mix,verb,A2
6150,mixing bowl,noun,B1
6151,mixture,noun,B2
6152,mobile,adjective,A2
6153,mobile,noun,A1
6154,mobile phone,noun,A1
6156,mock,adjective,B2
6157,modal verb/modal,noun,B1
6158,model,adjective,B1
6159,model,noun,A2
6160,model,verb,B1
6161,modem,noun,B1
6163,modern,adjective,A2
6164,modernization/modernisation,noun,B2
6165,modernize/modernise,verb,B2
6168,modify,verb,B1
6169,mogul,noun,B2
6170,moisture,noun,B1
6171,mold/mould,noun,B2
6172,molecule,noun,B1
6173,mom,noun,A1
6174,moment,noun,A1
6175,momentarily,adverb,B2
6176,momentary,adjective,B2
6177,mommy/mommie,noun,A1
6178,monastery,noun,B2
6179,Monday,noun,A1
6180,money,noun,A1
6181,monitor,noun,B1
6182,monitor,verb,B1
6184,monkey,noun,A1
6186,month,noun,A1
6188,monthly,adverb,B1
6190,mood,noun,A2
6191,moody,adjective,B2
6192,moon,noun,A1
6193,moonlight,noun,B2
6194,moonscape,noun,B2
6195,moral,adjective,B2
6196,moral,noun,B1
6198,morally,adverb,B2
6199,more,adverb,B1
6200,more,determiner,A1
6201,more,pronoun,A1
6203,morning,noun,A1
6204,mortal,adjective,B2
6205,mortar,noun,B2
6207,mortify,verb,B2
6209,mosquito,noun,B1
6210,moss,noun,B1
6211,most,adverb,A2
6212,most,determiner,A1
6213,most,pronoun,A2
6214,mostly,adverb,A2
6215,mother,noun,A1
6216,mother-in-law,noun,B2
6217,motherland,noun,B1
6219,motionless,adjective,B1
6221,motivated,adjective,B2
6224,motor,noun,B1
6225,motorbike,noun,B2
6226,motorcycle,noun,B1
6228,motorway,noun,A2
6229,motto,noun,B1
6230,mount,noun,B1
6231,mount,verb,B2
6232,mountain,noun,A1
6233,mountaintop,noun,B1
6234,mourn,verb,B1
6235,mournful,adjective,B2
6236,mouse,noun,A1
6237,mouth,noun,A1
6238,move,noun,A1
6239,move,verb,A2
6240,movement,noun,B1
6241,mover,noun,B2
6242,movie,noun,A1
6244,MP3 player,noun,A2
6245,Mr./Mr,noun,A1
6246,Mrs./Mrs,noun,A1
6247,Ms./Ms,noun,A2
6248,much,adverb,A1
6249,much,determiner,A1
6250,much,pronoun,A1
6251,mud,noun,B1
6252,muddy,adjective,B2
6253,mug,noun,A2
6254,mule,noun,B1
6255,multiple,adjective,B2
6256,multiply,verb,B2
6257,mum,noun,A1
6258,mumble,noun,B2
6259,mumble,verb,B2
6260,murder,noun,A2
6261,murder,verb,B1
6262,murderer,noun,B1
6263,murmur,noun,B2
6264,muscle,noun,B1
6265,muse,verb,B2
6266,museum,noun,A2
6267,mushroom,noun,A2
6268,music,noun,A1
6269,musical,adjective,A2
6270,musical,noun,B2
6271,musician,noun,A1
6272,must,modal auxiliary,A1
6273,mustache/moustache,noun,B2
6274,mustard,noun,B1
6275,mutability,noun,B2
6276,mutable,adjective,B2
6277,mutter,noun,B2
6278,mutter,verb,B2
6279,mutton,noun,B2
6281,my,determiner,A1
6282,myself,pronoun,A2
6283,mysterious,adjective,A2
6284,mystery,noun,A2
6285,mystify,verb,B2
6287,nail,noun,B1
6289,name,noun,A1
6290,name,verb,B1
6291,nano,noun,B2
6292,nap,noun,B1
6293,napkin,noun,A2
6294,narcissistic,adjective,B2
6295,narrate,verb,B1
6296,narrative,adjective,B1
6297,narrator,noun,B2
6298,narrow,adjective,B1
6299,narrowly,adverb,B2
6301,nation,noun,A2
6302,national,adjective,A2
6303,nationalist,noun,B1
6304,nationality,noun,A1
6306,nationwide,adverb,B2
6307,native,adjective,A2
6308,native speaker,noun,B2
6309,natural,adjective,A2
6310,naturally,adverb,B1
6311,nature,noun,A2
6312,naughty,adjective,B2
6314,navigate,verb,B2
6316,navy,noun,B2
6317,navy blue,adjective,B1
6318,near,adjective,B1
6319,near,adverb,B1
6320,near,preposition,A1
6321,nearby,adjective,B1
6322,nearby,adverb,B1
6323,nearly,adverb,A2
6324,neat,adjective,B2
6325,necessarily,adverb,B2
6326,necessary,adjective,A2
6328,neck,noun,A1
6329,necklace,noun,B1
6330,nectar,noun,B1
6331,need,modal auxiliary,A1
6332,need,noun,B2
6333,need,verb,A2
6334,needle,noun,B1
6335,needless,adjective,B2
6336,needy,adjective,B2
6337,negative,adjective,A2
6338,negatively,adverb,B2
6339,neglect,noun,B2
6342,neighbor/neighbour,noun,A1
6343,neighborhood/neighbourhood,noun,B1
6344,neighboring/neighbouring,adjective,B2
6345,neither,adverb,B2
6346,neither,conjunction,B2
6347,neither,determiner,B2
6348,neither,pronoun,B2
6349,nephew,noun,B1
6350,nerve,noun,B2
6351,nerves,noun,B2
6352,nervous,adjective,A2
6353,nervously,adverb,B2
6354,nervousness,noun,B1
6355,ness,noun,B1
6357,net,noun,B1
6358,netsurfer/net surfer,noun,B2
6359,network,noun,B1
6360,neurosis,noun,B2
6362,never,adverb,A1
6363,nevertheless,adverb,B1
6364,new,adjective,A1
6365,newborn,adjective,B1
6366,newcomer,noun,B1
6368,news,noun,A1
6369,newscaster,noun,B2
6370,newspaper,noun,A1
6371,newsworthy,adjective,B2
6372,next,adverb,A2
6373,next,determiner,A2
6374,next,pronoun,B2
6375,next door,adverb,B1
6376,next to,preposition,A2
6377,next-door,adjective,B1
6378,nice,adjective,A1
6379,nicely,adverb,B2
6380,nickname,noun,B1
6381,niece,noun,B1
6382,night,noun,A1
6383,nightclub,noun,B2
6384,nightlife,noun,B1
6385,nightmare,noun,B2
6386,nine,number,A1
6387,nineteen,number,A1
6388,ninety,number,A1
6389,no,adverb,A1
6390,no,determiner,A1
6391,no one,pronoun,A2
6392,nobility,noun,B2
6394,nobleman,noun,B2
6395,nobody,pronoun,A2
6396,nod,noun,B1
6398,noise,noun,A1
6399,noisily,adverb,B1
6400,noisy,adjective,A2
6401,nomad,noun,B2
6404,none,pronoun,B1
6406,nonprofessional,adjective,B2
6408,non-smoking,adjective,B2
6410,nor,conjunction,B1
6411,normal,adjective,A2
6412,normally,adverb,B1
6413,north,adjective,A2
6414,north,adverb,A2
6415,north,noun,A2
6416,northeast,adjective,B1
6417,northeast,noun,B1
6418,northeastern,adjective,B1
6419,northern,adjective,B1
6420,northward,adverb,B2
6421,northwest,adjective,B1
6422,northwest,noun,B1
6423,northwestern,adjective,B1
6424,nose,noun,A1
6425,nostril,noun,B2
6426,not,adverb,A1
6427,note,noun,A1
6428,note,verb,A1
6430,nothing,pronoun,A1
6431,notice,noun,A2
6432,notice,verb,B1
6433,noticeable,adjective,B1
6434,noticeboard,noun,B1
6435,notion,noun,B1
6437,nought,noun,B2
6438,noun,noun,A2
6439,nourish,verb,B2
6440,nourishment,noun,B2
6441,novel,noun,A2
6443,novelty,noun,B2
6444,November,noun,A1
6445,now,adverb,A1
6446,now,conjunction,B2
6448,nowhere,adverb,B1
6449,nuclear,adjective,B1
6450,nucleus,noun,B1
6451,nuisance,noun,B2
6452,number,noun,A1
6453,numerical,adjective,B2
6454,numerous,adjective,B1
6455,nurse,noun,A1
6456,nurse,verb,B1
6458,nut,noun,B2
6459,nutrient,noun,B1
6461,nutritious,adjective,B1
6462,nutshell,noun,B2
6463,oak,noun,A2
6464,oath,noun,B2
6465,obedience,noun,B2
6466,obedient,adjective,B2
6467,obey,verb,B2
6468,obituary,noun,B2
6469,object,noun,B1
6470,object,verb,B2
6472,objective,adjective,B2
6473,objective,noun,B1
6474,obligation,noun,B2
6475,observation,noun,B1
6476,observe,verb,B1
6480,obsessive,adjective,B2
6482,obtain,verb,B1
6483,obvious,adjective,B1
6484,obviously,adverb,B1
6485,occasion,noun,B1
6486,occasion,verb,B1
6488,occasionally,adverb,B1
6491,occur,verb,B1
6492,ocean,noun,B1
6493,o'clock,adverb,A1
6494,October,noun,A1
6495,odd,adjective,B2
6496,of,preposition,A1
6497,off,adjective,A1
6498,off,adverb,A2
6499,off,preposition,B1
6500,offend,verb,B2
6502,offense/offence,noun,B2
6503,offensive,adjective,B1
6504,offer,noun,A2
6505,offer,verb,A2
6506,offhand,adverb,B2
6507,office,noun,A1
6508,officer,noun,A1
6509,official,adjective,A2
6510,official,noun,B2
6511,officially,adverb,B1
6512,offshore,adjective,B2
6513,often,adverb,A1
6514,oil,noun,A2
6515,oily,adjective,B1
6516,ointment,noun,B2
6517,OK/okay,adjective,A1
6518,OK/okay,adverb,A1
6519,old,adjective,A1
6520,old-fashioned,adjective,B1
6521,olive,noun,B2
6522,olive oil,noun,A2
6523,Olympia,noun,B2
6524,Olympiad,noun,B2
6525,Olympic,adjective,A2
6526,Olympics,noun,A1
6527,omelet/omelette,noun,A2
6528,on,adverb,A2
6529,on,preposition,A1
6530,once,adverb,A1
6531,once,conjunction,B2
6532,one,determiner,A1
6533,one,number,A1
6534,one,pronoun,A2
6535,oneself,pronoun,B1
6536,onion,noun,A2
6537,online,adjective,A2
6538,online,adverb,A2
6539,only,adjective,A1
6540,only,adverb,A1
6541,onstage,adjective,B1
6542,onto/on to,preposition,B1
6543,open,adjective,A1
6544,open,verb,A1
6545,opening,noun,B1
6548,operate,verb,A2
6549,operation,noun,B1
6551,opinion,noun,A2
6552,opponent,noun,B2
6553,opportunity,noun,A2
6554,oppose,verb,A2
6555,opposite,adjective,A2
6556,opposite,adverb,B1
6557,opposite,noun,B1
6558,opposite,preposition,A2
6559,opposition,noun,B1
6560,oppress,verb,B1
6561,oppression,noun,B1
6563,optimist,noun,B2
6565,option,noun,B1
6566,optional,adjective,B2
6567,or,conjunction,A1
6569,oral,noun,B1
6570,orange,adjective,A1
6571,orange,noun,A1
6572,orator,noun,B2
6573,orbit,noun,B1
6575,orchestral,adjective,B2
6576,orchid,noun,B2
6577,order,noun,A1
6578,order,verb,A2
6579,orderly,adjective,B1
6580,ordinary,adjective,B1
6581,organ,noun,B1
6583,organism,noun,B1
6584,organization/organisation,noun,B1
6585,organize/organise,verb,A2
6586,organized/organised,adjective,A2
6587,organizer/organiser,noun,B2
6588,origin,noun,B1
6589,original,adjective,A2
6590,original,noun,B2
6591,originality,noun,B2
6592,originally,adverb,B2
6594,ornament,noun,B2
6595,orphan,noun,A2
6596,other,determiner,A1
6597,other,pronoun,A2
6598,otherwise,adverb,B1
6599,ought to,modal auxiliary,B1
6600,ounce,noun,B2
6601,our,determiner,A1
6602,ours,pronoun,A1
6603,ourselves,pronoun,A2
6604,out,adverb,A1
6605,out of,preposition,A2
6606,outback,noun,B2
6608,outcome,noun,B2
6609,outdistance,verb,B2
6610,outdo,verb,B2
6611,outdoor,adjective,B1
6612,outdoors,adverb,B1
6613,outer,adjective,B1
6615,outgrow,verb,B2
6617,outlaw,noun,B1
6619,outline,noun,B2
6620,outline,verb,B1
6621,outlive,verb,B2
6623,out-of-date,adjective,B1
6624,outpatient,noun,B2
6626,outrage,noun,B2
6627,outrageous,adjective,B2
6628,outshine,verb,B2
6629,outside,adjective,B2
6630,outside,adverb,A1
6631,outside,noun,B2
6632,outside,preposition,A2
6634,outskirts,noun,B2
6636,outward,adjective,B1
6637,outwardly,adverb,B2
6638,outweigh,verb,B1
6639,oval,adjective,B2
6640,oven,noun,A2
6641,over,adverb,A2
6642,over,preposition,A1
6643,overall,adjective,B2
6644,overall,adverb,B2
6645,overboard,adverb,B2
6646,overbook,verb,B2
6647,overcoat,noun,B2
6649,overemphasize/overemphasise,verb,B2
6650,overestimate,verb,B2
6651,overhear,verb,B2
6652,overjoyed,adjective,B1
6653,overlap,noun,B2
6656,overnight,adjective,B1
6658,overseas,adjective,B2
6659,overseas,adverb,A2
6660,overshadow,verb,B2
6661,oversize,adjective,B2
6662,overstep,verb,B2
6663,overtake,verb,B2
6664,overthrow,verb,B2
6665,overtime,adverb,B2
6666,overtime,noun,B2
6668,overweight,adjective,A2
6671,overwork,noun,B1
6672,ow,noun,B2
6673,owe,verb,B1
6674,owing,adjective,B1
6675,owing to,preposition,B2
6676,owl,noun,B2
6677,own,adjective,A1
6678,own,pronoun,A2
6679,own,verb,B1
6680,owner,noun,A1
6681,ox,noun,B2
6683,ozone,noun,B2
6684,p.m./P.M./pm/PM,adverb,A1
6685,pa,noun,B2
6686,pace,noun,B1
6687,pacific,adjective,A2
6688,pack,noun,A2
6689,pack,verb,A2
6690,package,noun,B1
6691,packed,adjective,B2
6693,packing,noun,B1
6695,paddle,noun,B1
6696,page,noun,A1
6697,paid,adjective,B1
6698,pain,noun,B1
6699,painful,adjective,B1
6700,paint,noun,A1
6701,paint,verb,A1
6702,paintbrush,noun,B2
6703,painter,noun,A2
6704,painting,noun,A1
6705,pair,noun,A1
6706,pajamas/pyjamas,noun,B2
6707,pal,noun,A2
6708,palace,noun,A1
6709,pale,adjective,B1
6710,pallet,noun,B2
6712,pan,noun,A2
6713,pancake,noun,B2
6714,pandemic,adjective,B2
6715,panel,noun,B2
6717,panic,verb,B2
6718,pants,noun,A1
6719,papaya,noun,B2
6720,paper,noun,A1
6721,paperless,adjective,B2
6722,paperwork,noun,B2
6723,parachute,noun,B1
6725,paradise,noun,B1
6726,paradox,noun,B2
6727,paragraph,noun,A1
6728,paralysis,noun,B2
6729,paralyze/paralyse,verb,B1
6730,paramedic,adjective,B2
6731,paratrooper,noun,B2
6732,parcel,noun,B1
6733,pardon,noun,A1
6734,pardon,verb,B1
6735,parent,noun,A1
6737,park,noun,A1
6738,park,verb,A2
6739,parking,noun,B1
6740,parliament,noun,B2
6741,parrot,noun,B1
6742,part,noun,A2
6743,part,verb,B2
6745,participant,noun,B1
6746,participate,verb,B1
6748,participle,noun,B1
6749,particle,noun,B2
6750,particular,adjective,B2
6751,particularly,adverb,B1
6752,partisan,noun,B2
6753,partly,adverb,A2
6754,partner,noun,A1
6756,part-time,adjective,B1
6757,part-time,adverb,B1
6758,party,noun,A1
6759,pass,noun,A2
6760,pass,verb,A2
6761,passage,noun,A2
6762,passenger,noun,A2
6763,passion,noun,B1
6765,passionately,adverb,B2
6767,passport,noun,B1
6769,past,adjective,B1
6770,past,adverb,A1
6771,past,preposition,A1
6772,pasta,noun,A2
6774,pastoral,adjective,B2
6776,path,noun,A2
6778,patient,adjective,B1
6779,patient,noun,A2
6780,patiently,adverb,B2
6781,patriot,noun,B2
6782,patriotic,adjective,B2
6783,patriotism,noun,B2
6784,patrol,noun,B1
6786,pattern,noun,B1
6787,pause,noun,B1
6788,pause,verb,B1
6789,pave,verb,B2
6790,pavement,noun,B2
6791,paw,noun,B2
6792,pawnbroker,noun,B2
6793,pawnshop,noun,B2
6794,pay,noun,A1
6795,pay,verb,A1
6796,payment,noun,B2
6797,PC,noun,A2
6798,pea,noun,A2
6799,peace,noun,A1
6800,peaceful,adjective,A2
6801,peacefully,adverb,B2
6802,peach,noun,B2
6804,peanut,noun,B1
6805,pear,noun,A2
6806,pearl,noun,B2
6807,pebble,noun,B2
6809,pedal,noun,B2
6810,pedantic,adjective,B2
6811,pedestrian,noun,B2
6812,pee,verb,B2
6813,peel,noun,B2
6814,peel,verb,B2
6815,peep,noun,B2
6817,peg,noun,B2
6818,pen,noun,A1
6819,penalize/penalise,verb,B2
6821,pence,noun,A2
6822,pencil,noun,A1
6823,penetrate,verb,B2
6824,penfriend/pen friend,noun,A2
6825,penguin,noun,B2
6826,penicillin,noun,B2
6827,penniless,adjective,B1
6828,penny,noun,B1
6829,pension,noun,B2
6830,pentagon,noun,B2
6831,people,noun,A1
6832,pepper,noun,A2
6833,per,preposition,B1
6835,percent/per cent,noun,B1
6836,percentage,noun,B2
6838,perfect,adjective,A2
6839,perfectly,adverb,A2
6840,perform,verb,A2
6841,performance,noun,A2
6842,performer,noun,B1
6843,perfume,noun,A2
6844,perhaps,adverb,A2
6845,period,noun,A1
6846,permanence,noun,B2
6847,permanent,adjective,B1
6849,permeate,verb,B2
6850,permission,noun,A2
6851,permit,verb,B1
6852,perseverance,noun,B2
6854,persistence,noun,B2
6856,person,noun,A1
6857,personal,adjective,A1
6858,personality,noun,A2
6859,personally,adverb,B1
6860,personification,noun,B2
6861,personify,verb,B2
6863,perspective,noun,B2
6864,perspiration,noun,B2
6865,persuade,verb,B1
6866,persuasion,noun,B2
6867,persuasive,adjective,B1
6868,pessimist,noun,B2
6869,pessimistic,adjective,B2
6870,pet,noun,A1
6871,petrified,adjective,B2
6872,petrol,noun,A2
6873,petrol station,noun,A2
6874,petty,adjective,B2
6875,pH,noun,B2
6876,phantom,adjective,B1
6877,pharmacist,noun,B2
6878,pharmacy,noun,B1
6879,phase,noun,B2
6880,phenomenon,noun,B1
6883,philosophy,noun,B1
6884,phoenix,noun,B1
6885,phone,noun,A1
6886,phone,verb,A1
6887,photo,noun,A1
6888,photocopy,noun,B1
6889,photograph,noun,A2
6890,photograph,verb,B2
6891,photographer,noun,A2
6892,photography,noun,A2
6893,phrasal verb,noun,B1
6894,phrase,noun,B1
6895,physical,adjective,A2
6896,physically,adverb,A2
6898,physics,noun,B1
6899,pi,noun,B2
6900,piano,noun,A1
6901,pick,noun,B1
6902,pick,verb,A1
6903,pickle,noun,B2
6904,picky,adjective,B2
6905,picnic,noun,A1
6906,picture,noun,A1
6907,picture,verb,B2
6908,picturesque,adjective,B2
6909,pie,noun,B1
6910,piece,noun,A1
6911,piety,noun,B1
6912,pig,noun,A1
6913,pile,noun,A2
6914,pilgrim,noun,A2
6916,pillow,noun,B1
6917,pillowcase,noun,B2
6918,pilot,noun,A2
6919,pin,noun,B2
6920,pin,verb,B1
6921,pine,noun,B2
6922,pineapple,noun,B1
6923,pink,adjective,A1
6924,pink,noun,A2
6925,pint,noun,B2
6926,pipe,noun,B1
6927,piracy,noun,B2
6930,pitch,noun,B2
6931,pitch,verb,B2
6933,pizza,noun,A1
6934,place,noun,A1
6935,place,verb,B1
6936,plague,noun,B2
6937,plain,adjective,B1
6938,plan,noun,A1
6939,plan,verb,B1
6940,plane,noun,A1
6941,planet,noun,A2
6942,planning,noun,B2
6943,plant,noun,A2
6944,plant,verb,B1
6945,plastic,adjective,A2
6946,plastic,noun,B1
6947,plate,noun,A2
6948,platform,noun,B1
6949,play,noun,A1
6950,play,verb,A1
6951,player,noun,A1
6952,playful,adjective,A2
6953,playground,noun,A2
6954,playmate,noun,B2
6955,playwright,noun,B2
6957,pleasant,adjective,A2
6958,pleasantly,adverb,B1
6959,please,adverb,A1
6960,please,verb,B1
6961,pleased,adjective,A2
6962,pleasing,adjective,A2
6963,pleasure,noun,A1
6964,plenty,noun,A2
6965,plenty,pronoun,B1
6966,plot,noun,B2
6967,pluck,verb,B2
6968,plug,noun,B1
6969,plug,verb,B2
6970,plum,noun,B2
6971,plumber,noun,B2
6972,plural,noun,A2
6973,plus,conjunction,B1
6974,plus,noun,B2
6975,plus,preposition,A2
6976,pneumonia,noun,B2
6977,pocket,noun,A1
6978,pocket money,noun,B1
6979,poem,noun,A1
6980,poet,noun,B1
6981,poetry,noun,B1
6982,point,noun,A1
6983,point,verb,A2
6984,point of view,noun,B2
6985,pointless,adjective,B2
6986,poison,noun,B1
6987,poison,verb,B2
6988,poisonous,adjective,B1
6989,polar bear,noun,B2
6991,police,noun,A2
6992,police officer,noun,A2
6993,police station,noun,A2
6994,policeman,noun,A2
6995,policewoman,noun,A2
6996,policy,noun,B1
6997,polio,noun,B2
6998,polish,noun,B2
6999,polite,adjective,A2
7000,politely,adverb,B1
7001,politeness,noun,B2
7002,political,adjective,A2
7003,politically,adverb,B2
7004,politician,noun,B1
7005,politics,noun,B1
7006,polity,noun,B2
7007,pollutant,noun,B1
7008,pollute,verb,A2
7009,pollution,noun,A1
7010,polo,noun,B2
7012,ponder,verb,B2
7013,pool,noun,A1
7014,poor,adjective,A1
7015,pop,noun,A1
7017,popcorn,noun,B1
7018,popular,adjective,A2
7019,popularity,noun,B2
7020,popularize/popularise,verb,B2
7021,population,noun,A2
7022,porch,noun,B2
7023,pork,noun,B1
7024,port,noun,B1
7026,portrait,noun,A2
7027,pose,noun,B2
7028,posh,adjective,B2
7029,position,noun,A2
7030,positive,adjective,B1
7031,positively,adverb,B1
7032,possess,verb,B1
7033,possessed,adjective,B2
7034,possession,noun,B1
7035,possessive,adjective,B1
7036,possibility,noun,B1
7037,possible,adjective,A2
7038,possibly,adverb,A2
7039,post,noun,A1
7040,post,verb,A2
7041,post office,noun,A2
7042,postal,adjective,B2
7043,postcard,noun,B1
7044,poster,noun,A1
7045,postman,noun,B1
7047,pot,noun,B1
7048,potato,noun,A1
7049,potent,adjective,B2
7050,potential,adjective,B2
7051,potential,noun,B1
7053,pottery,noun,B1
7054,pound,noun,B1
7055,pound,verb,B2
7056,pour,verb,A2
7057,poverty,noun,B1
7058,powder,noun,B1
7059,powder,verb,B2
7060,power,noun,A2
7061,powerful,adjective,A2
7062,powerfully,adverb,B2
7063,practical,adjective,B1
7064,practicality,noun,B2
7065,practically,adverb,B2
7066,practice,noun,A1
7067,practice/practise,verb,A1
7068,praise,noun,B1
7069,praise,verb,B2
7070,prance,noun,B2
7071,prawn,noun,B2
7072,pray,verb,A1
7073,prayer,noun,B1
7078,predicament,noun,B2
7079,predicate,verb,B2
7080,predicative,adjective,B2
7081,predict,verb,A2
7083,prediction,noun,A2
7084,predictive,adjective,B2
7085,predictor,noun,B2
7086,prefect,noun,B2
7087,prefer,verb,A2
7088,preferable,adjective,B2
7089,preferably,adverb,B2
7091,prefix,noun,B1
7092,pregnant,adjective,B1
7093,prehistoric,adjective,B2
7094,prehuman,noun,B2
7095,preindustrial,adjective,B2
7096,prejudge,verb,B2
7099,preoccupy,verb,B2
7100,preparation,noun,B1
7101,prepare,verb,A2
7102,prepared,adjective,B1
7103,preposition,noun,B1
7104,preschool,adjective,B1
7107,presence,noun,B1
7108,present,adjective,B1
7109,present,noun,A1
7110,present,verb,B2
7111,presentation,noun,B1
7112,presenter,noun,B2
7114,preserve,verb,B1
7116,president,noun,B1
7118,press,noun,B1
7119,press,verb,B1
7120,pressure,noun,A2
7121,prestige,noun,B2
7124,pretend,adjective,B2
7125,pretend,verb,A2
7126,pretty,adjective,A1
7127,pretty,adverb,A2
7129,prevent,verb,A2
7131,preventive,adjective,B2
7132,previous,adjective,B1
7133,previously,adverb,B2
7134,price,noun,A1
7135,price,verb,B2
7136,priceless,adjective,B2
7137,prick,noun,B2
7139,priest,noun,B1
7141,primary,adjective,B2
7142,primary school,noun,B1
7143,prime,adjective,B2
7144,prime minister,noun,B2
7145,primitive,adjective,B1
7146,prince,noun,A1
7147,princess,noun,A1
7150,principle,noun,B1
7151,print,noun,B1
7152,print,verb,A2
7153,printer,noun,A2
7155,priority,noun,B2
7156,prison,noun,B1
7157,prisoner,noun,B1
7158,privacy,noun,B1
7159,private,adjective,A2
7160,privately,adverb,B2
7162,prize,noun,B1
7163,pro,noun,A2
7166,probably,adverb,A2
7167,probe,noun,B2
7168,problem,noun,A1
7169,procedure,noun,B2
7171,process,noun,B1
7172,process,verb,B2
7174,procrastination,noun,B1
7175,produce,verb,A2
7176,producer,noun,B1
7177,product,noun,A2
7178,production,noun,A2
7180,profession,noun,B1
7181,professional,adjective,A2
7182,professional,noun,B2
7183,professor,noun,B1
7184,profile,noun,B2
7185,profit,noun,B2
7187,program/programme,noun,A1
7188,program/programme,verb,B1
7189,programmer,noun,B2
7191,progress,noun,B1
7192,progress,verb,B2
7195,prohibition,noun,B1
7196,project,noun,B2
7197,project,verb,B2
7199,prom,noun,B2
7200,prominence,noun,B2
7202,promise,noun,A2
7203,promise,verb,B1
7204,promote,verb,B1
7206,prompt,adjective,B2
7207,prompt,noun,B2
7209,promptly,adverb,B2
7210,pronoun,noun,B1
7211,pronounce,verb,A2
7212,pronunciation,noun,A2
7213,proof,noun,B1
7214,proper,adjective,A2
7215,properly,adverb,B1
7216,property,noun,B1
7217,proponent,noun,B2
7219,proposal,noun,B1
7220,propose,verb,B1
7221,proposed,adjective,B2
7222,prose,noun,B2
7224,prospect,noun,B2
7225,prosper,verb,B2
7227,prosperous,adjective,B1
7228,protect,verb,B1
7229,protection,noun,B1
7231,protest,noun,B1
7232,protest,verb,B2
7233,proud,adjective,B1
7234,proudly,adverb,B2
7235,prove,verb,B1
7236,proven,adjective,B2
7237,proverb,noun,B1
7238,provide,verb,A2
7239,provided,conjunction,B1
7242,proximity,noun,B2
7244,psychologically,adverb,B2
7245,psychologist,noun,A2
7246,psychology,noun,B2
7247,pub,noun,B1
7248,public,adjective,B1
7249,public,noun,A2
7250,public transport,noun,B1
7251,publication,noun,B2
7253,publicize/publicise,verb,B2
7254,publicly,adverb,B1
7255,publish,verb,A2
7256,publisher,noun,B1
7257,pudding,noun,B2
7258,pull,verb,A2
