,word,pos,cefr
0,absorb,verb,B2
1,abstract,adjective,B2
2,accent,noun,B2
3,accidentally,adverb,B2
4,accommodate,verb,B2
5,accomplish,verb,B2
6,accountant,noun,B2
7,accuracy,noun,B2
8,accurately,adverb,B2
9,acid,noun,B2
10,activate,verb,B2
11,addiction,noun,B2
12,additionally,adverb,B2
13,adequate,adjective,B2
14,adequately,adverb,B2
15,adjust,verb,B2
16,affordable,adjective,B2
17,agriculture,noun,B2
18,AIDS,noun,B2
19,alien,noun,B2
20,alongside,preposition,B2
21,altogether,adverb,B2
22,ambulance,noun,B2
23,amusing,adjective,B2
24,analyst,noun,B2
25,ancestor,noun,B2
26,animation,noun,B2
27,annually,adverb,B2
28,anticipate,verb,B2
29,anxiety,noun,B2
30,apology,noun,B2
31,applicant,noun,B2
32,appropriately,adverb,B2
33,arrow,noun,B2
34,artwork,noun,B2
35,aside,adverb,B2
36,asset,noun,B2
37,assign,verb,B2
38,assistance,noun,B2
39,assumption,noun,B2
40,assure,verb,B2
41,astonishing,adjective,B2
42,attachment,noun,B2
43,auction,noun,B2
44,audio,adjective,B2
45,automatic,adjective,B2
46,automatically,adverb,B2
47,awareness,noun,B2
48,awkward,adjective,B2
49,badge,noun,B2
50,balanced,adjective,B2
51,ballet,noun,B2
52,balloon,noun,B2
53,barely,adverb,B2
54,bargain,noun,B2
55,basement,noun,B2
56,basket,noun,B2
57,bat,noun,B2
58,beneficial,adjective,B2
59,beside,preposition,B2
60,bias,noun,B2
61,biological,adjective,B2
62,blanket,noun,B2
63,blow,noun,B2
64,bold,adjective,B2
65,bombing,noun,B2
66,booking,noun,B2
67,bound,adjective,B2
68,brick,noun,B2
69,briefly,adverb,B2
70,broadcaster,noun,B2
71,broadly,adverb,B2
72,bug,noun,B2
73,cabin,noun,B2
74,canal,noun,B2
75,candle,noun,B2
76,carbon,noun,B2
77,casual,adjective,B2
78,cave,noun,B2
79,certainty,noun,B2
80,certificate,noun,B2
81,challenging,adjective,B2
82,championship,noun,B2
83,charming,adjective,B2
84,cheek,noun,B2
85,choir,noun,B2
86,chop,verb,B2
87,circuit,noun,B2
88,civilization,noun,B2
89,clarify,verb,B2
90,classify,verb,B2
91,clerk,noun,B2
92,cliff,noun,B2
93,clinic,noun,B2
94,clip,noun,B2
95,coincidence,noun,B2
96,collector,noun,B2
97,colony,noun,B2
98,colourful,adjective,B2
99,commander,noun,B2
100,comparative,adjective,B2
101,completion,noun,B2
102,compose,verb,B2
103,composer,noun,B2
104,compound,noun,B2
105,comprehensive,adjective,B2
106,comprise,verb,B2
107,compulsory,adjective,B2
108,confess,verb,B2
109,confusion,noun,B2
110,consequently,adverb,B2
111,conservation,noun,B2
112,considerable,adjective,B2
113,considerably,adverb,B2
114,consistently,adverb,B2
115,conspiracy,noun,B2
116,consult,verb,B2
117,consultant,noun,B2
118,consumption,noun,B2
119,controversial,adjective,B2
120,controversy,noun,B2
121,convenience,noun,B2
122,convention,noun,B2
123,conventional,adjective,B2
124,convey,verb,B2
125,convincing,adjective,B2
126,cope,verb,B2
127,corporation,noun,B2
128,corridor,noun,B2
129,coverage,noun,B2
130,craft,noun,B2
131,creativity,noun,B2
132,critically,adverb,B2
133,cue,noun,B2
134,curious,adjective,B2
135,curriculum,noun,B2
136,cute,adjective,B2
137,dare,verb,B2
138,darkness,noun,B2
139,database,noun,B2
140,deadline,noun,B2
141,deadly,adjective,B2
142,dealer,noun,B2
143,deck,noun,B2
144,defender,noun,B2
145,delete,verb,B2
146,democracy,noun,B2
147,democratic,adjective,B2
148,demonstration,noun,B2
149,depart,verb,B2
150,dependent,adjective,B2
151,deposit,noun,B2
152,depression,noun,B2
153,derive,verb,B2
154,desperately,adverb,B2
155,destruction,noun,B2
156,determination,noun,B2
157,devote,verb,B2
158,differ,verb,B2
159,disability,noun,B2
160,disabled,adjective,B2
161,disagreement,noun,B2
162,disappoint,verb,B2
163,disappointment,noun,B2
164,discourage,verb,B2
165,disorder,noun,B2
166,distant,adjective,B2
167,distinct,adjective,B2
168,distinguish,verb,B2
169,distract,verb,B2
170,disturb,verb,B2
171,diverse,adjective,B2
172,diversity,noun,B2
173,dominant,adjective,B2
174,donation,noun,B2
175,dot,noun,B2
176,dramatically,adverb,B2
177,drought,noun,B2
178,dull,adjective,B2
179,dump,verb,B2
180,duration,noun,B2
181,dynamic,adjective,B2
182,economics,noun,B2
183,economist,noun,B2
184,editorial,adjective,B2
185,efficiently,adverb,B2
186,elbow,noun,B2
187,electronics,noun,B2
188,elegant,adjective,B2
189,elementary,adjective,B2
190,eliminate,verb,B2
191,embrace,verb,B2
192,emission,noun,B2
193,emotionally,adverb,B2
194,empire,noun,B2
195,enjoyable,adjective,B2
196,entertaining,adjective,B2
197,entrepreneur,noun,B2
198,envelope,noun,B2
199,equip,verb,B2
200,era,noun,B2
201,erupt,verb,B2
202,essentially,adverb,B2
203,ethic,noun,B2
204,ethnic,adjective,B2
205,evaluation,noun,B2
206,evident,adjective,B2
207,evolution,noun,B2
208,evolve,verb,B2
209,exceed,verb,B2
210,exception,noun,B2
211,excessive,adjective,B2
212,exclude,verb,B2
213,exit,noun,B2
214,exotic,adjective,B2
215,expansion,noun,B2
216,expertise,noun,B2
217,exploit,verb,B2
218,exposure,noun,B2
219,extension,noun,B2
220,extensive,adjective,B2
221,extensively,adverb,B2
222,extract,noun,B2
223,fabric,noun,B2
224,fabulous,adjective,B2
225,failed,adjective,B2
226,fake,adjective,B2
227,fame,noun,B2
228,fantasy,noun,B2
229,fare,noun,B2
230,federal,adjective,B2
231,fever,noun,B2
232,firefighter,noun,B2
233,firework,noun,B2
234,firm,adjective,B2
235,firmly,adverb,B2
236,flavour,noun,B2
237,fond,adjective,B2
238,fool,noun,B2
239,forbid,verb,B2
240,format,noun,B2
241,formation,noun,B2
242,formerly,adverb,B2
243,fortunate,adjective,B2
244,forum,noun,B2
245,fossil,noun,B2
246,foundation,noun,B2
247,founder,noun,B2
248,fraction,noun,B2
249,fragment,noun,B2
250,framework,noun,B2
251,fraud,noun,B2
252,freely,adverb,B2
253,frequent,adjective,B2
254,fulfil,verb,B2
255,fundamentally,adverb,B2
256,furious,adjective,B2
257,gaming,noun,B2
258,gay,adjective,B2
259,gender,noun,B2
260,gene,noun,B2
261,genetic,adjective,B2
262,genius,noun,B2
263,genuine,adjective,B2
264,genuinely,adverb,B2
265,gesture,noun,B2
266,gig,noun,B2
267,globalization,noun,B2
268,globe,noun,B2
269,golden,adjective,B2
270,goodness,noun,B2
271,gorgeous,adjective,B2
272,governor,noun,B2
273,graphic,adjective,B2
274,graphics,noun,B2
275,greatly,adverb,B2
276,greenhouse,noun,B2
277,grocery,noun,B2
278,guideline,noun,B2
279,habitat,noun,B2
280,harbour,noun,B2
281,headquarters,noun,B2
282,heal,verb,B2
283,healthcare,noun,B2
284,helmet,noun,B2
285,hence,adverb,B2
286,herb,noun,B2
287,hidden,adjective,B2
288,highway,noun,B2
289,hilarious,adjective,B2
290,hip,noun,B2
291,historian,noun,B2
292,homeless,adjective,B2
293,honesty,noun,B2
294,hook,noun,B2
295,hopefully,adverb,B2
296,hunger,noun,B2
297,hypothesis,noun,B2
298,icon,noun,B2
299,ID,noun,B2
300,identical,adjective,B2
301,illusion,noun,B2
302,immigration,noun,B2
303,immune,adjective,B2
304,implement,verb,B2
305,implication,noun,B2
306,incentive,noun,B2
307,incorporate,verb,B2
308,incorrect,adjective,B2
309,independence,noun,B2
310,index,noun,B2
311,indication,noun,B2
312,inevitable,adjective,B2
313,inevitably,adverb,B2
314,infer,verb,B2
315,inflation,noun,B2
316,info,noun,B2
317,infrastructure,noun,B2
318,inhabitant,noun,B2
319,inherit,verb,B2
320,ink,noun,B2
321,innovation,noun,B2
322,innovative,adjective,B2
323,input,noun,B2
324,insert,verb,B2
325,inspector,noun,B2
326,installation,noun,B2
327,instant,adjective,B2
328,instantly,adverb,B2
329,integrate,verb,B2
330,intellectual,adjective,B2
331,interact,verb,B2
332,interaction,noun,B2
333,interpretation,noun,B2
334,interval,noun,B2
335,invade,verb,B2
336,invasion,noun,B2
337,investor,noun,B2
338,isolate,verb,B2
339,isolated,adjective,B2
340,jet,noun,B2
341,journalism,noun,B2
342,jury,noun,B2
343,kit,noun,B2
344,ladder,noun,B2
345,landing,noun,B2
346,lane,noun,B2
347,lately,adverb,B2
348,leaflet,noun,B2
349,legend,noun,B2
350,lens,noun,B2
351,lifetime,noun,B2
352,lighting,noun,B2
353,likewise,adverb,B2
354,limitation,noun,B2
355,literally,adverb,B2
356,literary,adjective,B2
357,litre,noun,B2
358,litter,noun,B2
359,logo,noun,B2
360,lottery,noun,B2
361,loyal,adjective,B2
362,lyric,noun,B2
363,magnificent,adjective,B2
364,make-up,noun,B2
365,making,noun,B2
366,manufacture,verb,B2
367,manufacturing,noun,B2
368,marathon,noun,B2
369,margin,noun,B2
370,marker,noun,B2
371,martial,adjective,B2
372,mayor,noun,B2
373,mechanic,noun,B2
374,mechanical,adjective,B2
375,mechanism,noun,B2
376,medal,noun,B2
377,medication,noun,B2
378,membership,noun,B2
379,memorable,adjective,B2
380,metaphor,noun,B2
381,miner,noun,B2
382,miserable,adjective,B2
383,mode,noun,B2
384,modest,adjective,B2
385,monster,noun,B2
386,monthly,adjective,B2
387,monument,noun,B2
388,moreover,adverb,B2
389,mortgage,noun,B2
390,mosque,noun,B2
391,motion,noun,B2
392,motivate,verb,B2
393,motivation,noun,B2
394,moving,adjective,B2
395,myth,noun,B2
396,naked,adjective,B2
397,nasty,adjective,B2
398,navigation,noun,B2
399,necessity,noun,B2
400,negotiate,verb,B2
401,negotiation,noun,B2
402,neutral,adjective,B2
403,newly,adverb,B2
404,norm,noun,B2
405,notebook,noun,B2
406,novelist,noun,B2
407,nowadays,adverb,B2
408,nursing,adjective,B2
409,nutrition,noun,B2
410,obesity,noun,B2
411,observer,noun,B2
412,obstacle,noun,B2
413,occupation,noun,B2
414,occupy,verb,B2
415,offender,noun,B2
416,ongoing,adjective,B2
417,openly,adverb,B2
418,opera,noun,B2
419,operator,noun,B2
420,optimistic,adjective,B2
421,orchestra,noun,B2
422,organic,adjective,B2
423,outfit,noun,B2
424,output,noun,B2
425,outstanding,adjective,B2
426,overcome,verb,B2
427,overnight,adverb,B2
428,ownership,noun,B2
429,oxygen,noun,B2
430,packet,noun,B2
431,palm,noun,B2
432,panic,noun,B2
433,parade,noun,B2
434,participation,noun,B2
435,partnership,noun,B2
436,passionate,adjective,B2
437,password,noun,B2
438,patience,noun,B2
439,peer,noun,B2
440,penalty,noun,B2
441,perceive,verb,B2
442,perception,noun,B2
443,permanently,adverb,B2
444,pill,noun,B2
445,pity,noun,B2
446,placement,noun,B2
447,portion,noun,B2
448,potentially,adverb,B2
449,precede,verb,B2
450,precious,adjective,B2
451,precise,adjective,B2
452,precisely,adverb,B2
453,predictable,adjective,B2
454,preference,noun,B2
455,pride,noun,B2
456,primarily,adverb,B2
457,principal,adjective,B2
458,prior,adjective,B2
459,probability,noun,B2
460,probable,adjective,B2
461,proceed,verb,B2
462,programming,noun,B2
463,progressive,adjective,B2
464,prohibit,verb,B2
465,promising,adjective,B2
466,promotion,noun,B2
467,prompt,verb,B2
468,proportion,noun,B2
469,protein,noun,B2
470,protester,noun,B2
471,psychological,adjective,B2
472,publicity,noun,B2
473,publishing,noun,B2
474,punk,noun,B2
475,purely,adverb,B2
476,pursuit,noun,B2
477,puzzle,noun,B2
478,questionnaire,noun,B2
479,racial,adjective,B2
480,racism,noun,B2
481,radiation,noun,B2
482,rail,noun,B2
483,random,adjective,B2
484,rat,noun,B2
485,rating,noun,B2
486,reasonably,adverb,B2
487,rebuild,verb,B2
488,receiver,noun,B2
489,recession,noun,B2
490,reckon,verb,B2
491,recognition,noun,B2
492,recovery,noun,B2
493,recruitment,noun,B2
494,referee,noun,B2
495,refugee,noun,B2
496,registration,noun,B2
497,regulate,verb,B2
498,reinforce,verb,B2
499,relieve,verb,B2
500,relieved,adjective,B2
501,remarkable,adjective,B2
502,remarkably,adverb,B2
503,reporting,noun,B2
504,resign,verb,B2
505,resolution,noun,B2
506,restore,verb,B2
507,restrict,verb,B2
508,restriction,noun,B2
509,retail,noun,B2
510,retirement,noun,B2
511,revenue,noun,B2
512,revision,noun,B2
513,ridiculous,adjective,B2
514,risky,adjective,B2
515,rob,verb,B2
516,robbery,noun,B2
517,rocket,noun,B2
518,romance,noun,B2
519,rose,noun,B2
520,roughly,adverb,B2
521,satisfaction,noun,B2
522,scandal,noun,B2
523,scenario,noun,B2
524,scholar,noun,B2
525,scholarship,noun,B2
526,screening,noun,B2
527,seeker,noun,B2
528,seminar,noun,B2
529,settler,noun,B2
530,severely,adverb,B2
531,sexy,adjective,B2
532,shaped,adjective,B2
533,shocking,adjective,B2
534,shore,noun,B2
535,shortage,noun,B2
536,shortly,adverb,B2
537,short-term,adjective,B2
538,sibling,noun,B2
539,signature,noun,B2
540,significance,noun,B2
541,skilled,adjective,B2
542,skull,noun,B2
543,slogan,noun,B2
544,so-called,adjective,B2
545,somehow,adverb,B2
546,sometime,adverb,B2
547,sophisticated,adjective,B2
548,spare,adjective,B2
549,specialize,verb,B2
550,specify,verb,B2
551,spectacular,adjective,B2
552,spectator,noun,B2
553,speculate,verb,B2
554,speculation,noun,B2
555,spice,noun,B2
556,spill,verb,B2
557,spite,noun,B2
558,spoil,verb,B2
559,spokesman,noun,B2
560,spokesperson,noun,B2
561,spokeswoman,noun,B2
562,sponsorship,noun,B2
563,sporting,adjective,B2
564,stall,noun,B2
565,stance,noun,B2
566,starve,verb,B2
567,steadily,adverb,B2
568,steam,noun,B2
569,stimulate,verb,B2
570,strengthen,verb,B2
571,strictly,adverb,B2
572,stroke,noun,B2
573,stunning,adjective,B2
574,subsequent,adjective,B2
575,subsequently,adverb,B2
576,suburb,noun,B2
577,suffering,noun,B2
578,sufficient,adjective,B2
579,sufficiently,adverb,B2
580,super,adjective,B2
581,surgeon,noun,B2
582,survival,noun,B2
583,survivor,noun,B2
584,suspend,verb,B2
585,sustainable,adjective,B2
586,swallow,verb,B2
587,sympathetic,adjective,B2
588,tackle,verb,B2
589,technological,adjective,B2
590,teens,noun,B2
591,temple,noun,B2
592,temporarily,adverb,B2
593,tendency,noun,B2
594,tension,noun,B2
595,terminal,noun,B2
596,terms,noun,B2
597,terribly,adverb,B2
598,terrify,verb,B2
599,territory,noun,B2
600,terror,noun,B2
601,terrorism,noun,B2
602,terrorist,noun,B2
603,testing,noun,B2
604,textbook,noun,B2
605,theft,noun,B2
606,therapist,noun,B2
607,thesis,noun,B2
608,thorough,adjective,B2
609,thoroughly,adverb,B2
610,thumb,noun,B2
611,timing,noun,B2
612,tissue,noun,B2
613,ton,noun,B2
614,tonne,noun,B2
615,tournament,noun,B2
616,trace,verb,B2
617,trading,noun,B2
618,tragedy,noun,B2
619,tragic,adjective,B2
620,trait,noun,B2
621,transmit,verb,B2
622,transportation,noun,B2
623,treasure,noun,B2
624,tribe,noun,B2
625,trigger,verb,B2
626,trillion,number,B2
627,troop,noun,B2
628,tsunami,noun,B2
629,ultimate,adjective,B2
630,unacceptable,adjective,B2
631,uncertainty,noun,B2
632,undergo,verb,B2
633,undertake,verb,B2
634,unfold,verb,B2
635,unfortunate,adjective,B2
636,unite,verb,B2
637,unity,noun,B2
638,universal,adjective,B2
639,urgent,adjective,B2
640,usage,noun,B2
641,useless,adjective,B2
642,valid,adjective,B2
643,variation,noun,B2
644,vertical,adjective,B2
645,viewpoint,noun,B2
646,visa,noun,B2
647,visible,adjective,B2
648,voluntary,adjective,B2
649,voting,noun,B2
650,wander,verb,B2
651,warming,noun,B2
652,weekly,adjective,B2
653,weird,adjective,B2
654,welfare,noun,B2
655,wheat,noun,B2
656,whoever,pronoun,B2
657,widespread,adjective,B2
658,wisdom,noun,B2
659,withdraw,verb,B2
660,workforce,noun,B2
661,workplace,noun,B2
662,workshop,noun,B2
663,worm,noun,B2
664,wrist,noun,B2
665,abolish,verb,C1
666,abortion,noun,C1
667,absence,noun,C1
668,absent,adjective,C1
669,absurd,adjective,C1
670,abundance,noun,C1
671,academy,noun,C1
672,accelerate,verb,C1
673,acceptance,noun,C1
674,accessible,adjective,C1
675,accomplishment,noun,C1
676,accordance,noun,C1
677,accordingly,adverb,C1
678,accountability,noun,C1
679,accountable,adjective,C1
680,accumulate,verb,C1
681,accumulation,noun,C1
682,accusation,noun,C1
683,accused,noun,C1
684,acid,adjective,C1
685,acquisition,noun,C1
686,acre,noun,C1
687,activation,noun,C1
688,activist,noun,C1
689,acute,adjective,C1
690,adaptation,noun,C1
691,adhere,verb,C1
692,adjacent,adjective,C1
693,adjustment,noun,C1
694,administer,verb,C1
695,administrative,adjective,C1
696,administrator,noun,C1
697,admission,noun,C1
698,adolescent,noun,C1
699,adoption,noun,C1
700,adverse,adjective,C1
701,aesthetic,adjective,C1
702,affection,noun,C1
703,aftermath,noun,C1
704,aggression,noun,C1
705,agricultural,adjective,C1
706,aide,noun,C1
707,albeit,conjunction,C1
708,alien,adjective,C1
709,align,verb,C1
710,alignment,noun,C1
711,allegation,noun,C1
712,allege,verb,C1
713,allegedly,adverb,C1
714,alliance,noun,C1
715,allocate,verb,C1
716,allocation,noun,C1
717,allowance,noun,C1
718,ally,noun,C1
719,aluminium,noun,C1
720,ambassador,noun,C1
721,amend,verb,C1
722,amendment,noun,C1
723,amid,preposition,C1
724,analogy,noun,C1
725,anchor,noun,C1
726,angel,noun,C1
727,anonymous,adjective,C1
728,apparatus,noun,C1
729,appealing,adjective,C1
730,appetite,noun,C1
731,applaud,verb,C1
732,applicable,adjective,C1
733,appoint,verb,C1
734,appreciation,noun,C1
735,arbitrary,adjective,C1
736,architectural,adjective,C1
737,archive,noun,C1
738,arena,noun,C1
739,arguably,adverb,C1
740,arm,verb,C1
741,array,noun,C1
742,articulate,verb,C1
743,ash,noun,C1
744,aspiration,noun,C1
745,aspire,verb,C1
746,assassination,noun,C1
747,assemble,verb,C1
748,assembly,noun,C1
749,assert,verb,C1
750,assertion,noun,C1
751,assurance,noun,C1
752,asylum,noun,C1
753,atrocity,noun,C1
754,attain,verb,C1
755,attendance,noun,C1
756,attorney,noun,C1
757,audit,noun,C1
758,authentic,adjective,C1
759,authorize,verb,C1
760,auto,noun,C1
761,autonomy,noun,C1
762,availability,noun,C1
763,await,verb,C1
764,backdrop,noun,C1
765,backing,noun,C1
766,backup,noun,C1
767,bail,noun,C1
768,ballot,noun,C1
769,banner,noun,C1
770,bare,adjective,C1
771,barrel,noun,C1
772,bass1,noun,C1
773,bat,verb,C1
774,battlefield,noun,C1
775,bay,noun,C1
776,beam,noun,C1
777,beast,noun,C1
778,behalf,noun,C1
779,beloved,adjective,C1
780,bench,noun,C1
781,benchmark,noun,C1
782,beneath,preposition,C1
783,beneficiary,noun,C1
784,betray,verb,C1
785,bind,verb,C1
786,biography,noun,C1
787,bishop,noun,C1
788,bizarre,adjective,C1
789,blade,noun,C1
790,bleed,verb,C1
791,bless,verb,C1
792,blessing,noun,C1
793,boast,verb,C1
794,bonus,noun,C1
795,boom,noun,C1
796,bounce,verb,C1
797,boundary,noun,C1
798,breakdown,noun,C1
799,breakthrough,noun,C1
800,broadband,noun,C1
801,browser,noun,C1
802,brutal,adjective,C1
803,buck,noun,C1
804,buddy,noun,C1
805,buffer,noun,C1
806,bulk,noun,C1
807,burden,noun,C1
808,bureaucracy,noun,C1
809,burial,noun,C1
810,burst,verb,C1
811,cabinet,noun,C1
812,calculation,noun,C1
813,canvas,noun,C1
814,capability,noun,C1
815,capitalism,noun,C1
816,capitalist,adjective,C1
817,cargo,noun,C1
818,carriage,noun,C1
819,carve,verb,C1
820,casino,noun,C1
821,casualty,noun,C1
822,catalogue,noun,C1
823,cater,verb,C1
824,cattle,noun,C1
825,caution,noun,C1
826,cautious,adjective,C1
827,cease,verb,C1
828,cemetery,noun,C1
829,chamber,noun,C1
830,chaos,noun,C1
831,characterize,verb,C1
832,charm,noun,C1
833,charter,noun,C1
834,chronic,adjective,C1
835,chunk,noun,C1
836,circulate,verb,C1
837,circulation,noun,C1
838,citizenship,noun,C1
839,civic,adjective,C1
840,clarity,noun,C1
841,clash,noun,C1
842,classification,noun,C1
843,cling,verb,C1
844,clinical,adjective,C1
845,closure,noun,C1
846,cluster,noun,C1
847,coalition,noun,C1
848,coastal,adjective,C1
849,cocktail,noun,C1
850,cognitive,adjective,C1
851,coincide,verb,C1
852,collaborate,verb,C1
853,collaboration,noun,C1
854,collective,adjective,C1
855,collision,noun,C1
856,colonial,adjective,C1
857,columnist,noun,C1
858,commence,verb,C1
859,commentary,noun,C1
860,commentator,noun,C1
861,commerce,noun,C1
862,commissioner,noun,C1
863,commodity,noun,C1
864,communist,adjective,C1
865,companion,noun,C1
866,comparable,adjective,C1
867,compassion,noun,C1
868,compel,verb,C1
869,compelling,adjective,C1
870,compensate,verb,C1
871,compensation,noun,C1
872,competence,noun,C1
873,competent,adjective,C1
874,compile,verb,C1
875,complement,verb,C1
876,complexity,noun,C1
877,compliance,noun,C1
878,complication,noun,C1
879,comply,verb,C1
880,composition,noun,C1
881,compute,verb,C1
882,conceal,verb,C1
883,concede,verb,C1
884,conceive,verb,C1
885,conception,noun,C1
886,concession,noun,C1
887,condemn,verb,C1
888,confer,verb,C1
889,confession,noun,C1
890,configuration,noun,C1
891,confine,verb,C1
892,confirmation,noun,C1
893,confront,verb,C1
894,confrontation,noun,C1
895,congratulate,verb,C1
896,congregation,noun,C1
897,congressional,adjective,C1
898,conquer,verb,C1
899,conscience,noun,C1
900,consciousness,noun,C1
901,consecutive,adjective,C1
902,consensus,noun,C1
903,conserve,verb,C1
904,consistency,noun,C1
905,consolidate,verb,C1
906,constituency,noun,C1
907,constitute,verb,C1
908,constitution,noun,C1
909,constitutional,adjective,C1
910,constraint,noun,C1
911,consultation,noun,C1
912,contemplate,verb,C1
913,contempt,noun,C1
914,contend,verb,C1
915,contender,noun,C1
916,contention,noun,C1
917,continually,adverb,C1
918,contractor,noun,C1
919,contradiction,noun,C1
920,contributor,noun,C1
921,conversion,noun,C1
922,convict,verb,C1
923,conviction,noun,C1
924,cooperate,verb,C1
925,cooperative,adjective,C1
926,coordinate,verb,C1
927,coordination,noun,C1
928,coordinator,noun,C1
929,cop,noun,C1
930,copper,noun,C1
931,copyright,noun,C1
932,correction,noun,C1
933,correlate,verb,C1
934,correlation,noun,C1
935,correspond,verb,C1
936,correspondence,noun,C1
937,correspondent,noun,C1
938,corresponding,adjective,C1
939,corrupt,adjective,C1
940,corruption,noun,C1
941,costly,adjective,C1
942,councillor,noun,C1
943,counselling,noun,C1
944,counsellor,noun,C1
945,counterpart,noun,C1
946,countless,adjective,C1
947,coup,noun,C1
948,courtesy,noun,C1
949,craft,verb,C1
950,crawl,verb,C1
951,creator,noun,C1
952,credibility,noun,C1
953,credible,adjective,C1
954,creep,verb,C1
955,critique,noun,C1
956,crown,noun,C1
957,crude,adjective,C1
958,crush,verb,C1
959,crystal,noun,C1
960,cultivate,verb,C1
961,curiosity,noun,C1
962,custody,noun,C1
963,cutting,noun,C1
964,cynical,adjective,C1
965,dam,noun,C1
966,damaging,adjective,C1
967,dawn,noun,C1
968,debris,noun,C1
969,debut,noun,C1
970,decision-making,noun,C1
971,decisive,adjective,C1
972,declaration,noun,C1
973,dedicated,adjective,C1
974,dedication,noun,C1
975,deed,noun,C1
976,deem,verb,C1
977,default,noun,C1
978,defect,noun,C1
979,defensive,adjective,C1
980,deficiency,noun,C1
981,deficit,noun,C1
982,defy,verb,C1
983,delegate,noun,C1
984,delegation,noun,C1
985,delicate,adjective,C1
986,demon,noun,C1
987,denial,noun,C1
988,denounce,verb,C1
989,dense,adjective,C1
990,density,noun,C1
991,dependence,noun,C1
992,depict,verb,C1
993,deploy,verb,C1
994,deployment,noun,C1
995,deposit,verb,C1
996,deprive,verb,C1
997,deputy,noun,C1
998,descend,verb,C1
999,descent,noun,C1
1000,designate,verb,C1
1001,desirable,adjective,C1
1002,desktop,noun,C1
1003,destructive,adjective,C1
1004,detain,verb,C1
1005,detection,noun,C1
1006,detention,noun,C1
1007,deteriorate,verb,C1
1008,devastate,verb,C1
1009,devil,noun,C1
1010,devise,verb,C1
1011,diagnose,verb,C1
1012,diagnosis,noun,C1
1013,dictate,verb,C1
1014,dictator,noun,C1
1015,differentiate,verb,C1
1016,dignity,noun,C1
1017,dilemma,noun,C1
1018,dimension,noun,C1
1019,diminish,verb,C1
1020,dip,verb,C1
1021,diplomat,noun,C1
1022,diplomatic,noun,C1
1023,directory,noun,C1
1024,disastrous,adjective,C1
1025,discard,verb,C1
1026,discharge,verb,C1
1027,disclose,verb,C1
1028,disclosure,noun,C1
1029,discourse,noun,C1
1030,discretion,noun,C1
1031,discrimination,noun,C1
1032,dismissal,noun,C1
1033,displace,verb,C1
1034,disposal,noun,C1
1035,dispose,verb,C1
1036,disrupt,verb,C1
1037,disruption,noun,C1
1038,dissolve,verb,C1
1039,distinction,noun,C1
1040,distinctive,adjective,C1
1041,distort,verb,C1
1042,disturbing,adjective,C1
1043,divert,verb,C1
1044,divine,adjective,C1
1045,doctrine,noun,C1
1046,documentation,noun,C1
1047,domain,noun,C1
1048,dominance,noun,C1
1049,donor,noun,C1
1050,dose,noun,C1
1051,drain,verb,C1
1052,drift,verb,C1
1053,driving,adjective,C1
1054,drown,verb,C1
1055,dual,adjective,C1
1056,dub,verb,C1
1057,dumb,adjective,C1
1058,duo,noun,C1
1059,dynamic,noun,C1
1060,eager,adjective,C1
1061,earnings,noun,C1
1062,ecological,adjective,C1
1063,educator,noun,C1
1064,effectiveness,noun,C1
1065,efficiency,noun,C1
1066,ego,noun,C1
1067,elaborate,adjective,C1
1068,electoral,adjective,C1
1069,elevate,verb,C1
1070,eligible,adjective,C1
1071,elite,noun,C1
1072,embark,verb,C1
1073,embarrassment,noun,C1
1074,embassy,noun,C1
1075,embed,verb,C1
1076,embody,verb,C1
1077,emergence,noun,C1
1078,empirical,adjective,C1
1079,empower,verb,C1
1080,enact,verb,C1
1081,encompass,verb,C1
1082,encouragement,noun,C1
1083,encouraging,adjective,C1
1084,endeavour,noun,C1
1085,endless,adjective,C1
1086,endorse,verb,C1
1087,endorsement,noun,C1
1088,endure,verb,C1
1089,enforce,verb,C1
1090,enforcement,noun,C1
1091,engagement,noun,C1
1092,engaging,adjective,C1
1093,enquire,verb,C1
1094,enrich,verb,C1
1095,enrol,verb,C1
1096,ensue,verb,C1
1097,enterprise,noun,C1
1098,enthusiast,noun,C1
1099,entitle,verb,C1
1100,entity,noun,C1
1101,epidemic,noun,C1
1102,equality,noun,C1
1103,equation,noun,C1
1104,erect,verb,C1
1105,escalate,verb,C1
1106,essence,noun,C1
1107,establishment,noun,C1
1108,eternal,adjective,C1
1109,evacuate,verb,C1
1110,evoke,verb,C1
1111,evolutionary,adjective,C1
1112,exaggerate,verb,C1
1113,excellence,noun,C1
1114,exceptional,adjective,C1
1115,exclusion,noun,C1
1116,exclusive,adjective,C1
1117,exclusively,adverb,C1
1118,execute,verb,C1
1119,execution,noun,C1
1120,exert,verb,C1
1121,exile,noun,C1
1122,exit,verb,C1
1123,expenditure,noun,C1
1124,experimental,adjective,C1
1125,expire,verb,C1
1126,explicit,adjective,C1
1127,explicitly,adverb,C1
1128,exploitation,noun,C1
1129,extract,verb,C1
1130,extremist,noun,C1
1131,facilitate,verb,C1
1132,faction,noun,C1
1133,faculty,noun,C1
1134,fade,verb,C1
1135,fairness,noun,C1
1136,fatal,adjective,C1
1137,fate,noun,C1
1138,favourable,adjective,C1
1139,feat,noun,C1
1140,fibre,noun,C1
1141,fierce,adjective,C1
1142,film-maker,noun,C1
1143,firearm,noun,C1
1144,fit,noun,C1
