,word,tag,level_freq@a1,level_freq@a2,level_freq@b1,level_freq@b2,level_freq@c1,total_freq@total,nb_doc@a1,nb_doc@a2,nb_doc@b1,nb_doc@b2,nb_doc@c1,nb_doc@total
0,'50s,NN,0.0,0.5559,1.6375,0.0,0.8152,1.2813,0.0,1.0,1.0,0.0,1.0,3.0
1,'60s,NN,0.0,1.1119,0.0,0.0,0.8152,0.874,0.0,1.0,0.0,0.0,1.0,2.0
2,'70s,NN,0.0,1.1119,0.0,0.0,0.0,0.1625,0.0,1.0,0.0,0.0,0.0,1.0
3,'80s,NN,0.0,1.1119,0.0,0.0,0.0,0.1625,0.0,2.0,0.0,0.0,0.0,2.0
4,'90s,NN,0.0,0.5559,0.0,0.0,0.0,0.0812,0.0,1.0,0.0,0.0,0.0,1.0
5,-hour_day,NN,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
6,-hour_flight,NN,0.0,0.0,0.0,0.8294,1.0665,0.7336,0.0,0.0,0.0,1.0,1.0,2.0
7,-hour_journey,NN,0.0,0.3436,0.0,0.0,0.0,0.0252,0.0,1.0,0.0,0.0,0.0,1.0
8,-hour_supermarket,NN,2.9398,0.0,0.0,0.0,0.0,0.2268,1.0,0.0,0.0,0.0,0.0,1.0
9,-mile_flight,NN,0.0,0.2873,0.0,0.0,0.0,0.0121,0.0,1.0,0.0,0.0,0.0,1.0
10,-o'clock_bell,NN,0.0,0.0,0.0,0.8294,0.0,0.2268,0.0,0.0,0.0,1.0,0.0,1.0
11,-o'clock_bus,NN,0.0,0.0,0.0,0.6729,0.0,0.0572,0.0,0.0,0.0,1.0,0.0,1.0
12,-o'clock_news,NN,0.0,0.0,0.0,0.6729,0.9605,0.6741,0.0,0.0,0.0,1.0,1.0,2.0
13,-o'clock_train,NN,0.0,0.0,0.0,0.7308,0.0,0.0621,0.0,0.0,0.0,1.0,0.0,1.0
14,-piece_group,NN,0.0,0.0,1.6375,0.0,0.0,0.2268,0.0,0.0,1.0,0.0,0.0,1.0
15,-rupee-a-year_school,NN,0.0,0.0,0.0,0.8294,0.0,0.2268,0.0,0.0,0.0,1.0,0.0,1.0
16,-seat_restaurant,NN,0.0,0.0,2.5892,0.0,0.0,0.0865,0.0,0.0,1.0,0.0,0.0,1.0
17,0.,WP,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
18,10th,NN,0.0,0.0,0.0,0.4103,0.0,0.0803,0.0,0.0,0.0,1.0,0.0,1.0
19,10th,JJ,2.3682,0.887,2.5892,0.0,0.0,1.2241,1.0,1.0,1.0,0.0,0.0,3.0
20,11th,NN,0.0,0.0,0.0,0.8294,0.0,0.2268,0.0,0.0,0.0,1.0,0.0,1.0
21,12th,JJ,7.4747,0.0,0.0,0.0,1.6303,1.7619,2.0,0.0,0.0,0.0,2.0,4.0
22,12th,NN,0.0,0.3481,0.0,0.0,0.1804,0.4929,0.0,1.0,0.0,0.0,1.0,2.0
23,13th,JJ,0.0,7.2377,0.0,0.1311,0.0,1.9659,0.0,3.0,0.0,1.0,0.0,4.0
24,13th,NN,0.0,0.0,2.5892,0.0,0.0,0.0865,0.0,0.0,1.0,0.0,0.0,1.0
25,14th,NN,0.0,0.0,8.7188,0.0,0.0,0.7517,0.0,0.0,2.0,0.0,0.0,2.0
26,14th,JJ,0.0,0.887,7.7677,0.0,0.1559,2.2217,0.0,1.0,3.0,0.0,1.0,5.0
27,15th,NN,0.0,0.887,2.5892,0.0,0.6091,1.5491,0.0,1.0,1.0,0.0,1.0,3.0
28,15th,JJ,2.9398,0.0,2.5892,0.0,0.0,0.7517,1.0,0.0,1.0,0.0,0.0,2.0
29,15th-century,JJ,0.0,0.0,1.6375,0.0,0.0,0.2268,0.0,0.0,1.0,0.0,0.0,1.0
30,16-seater,NN,0.0,0.0,0.0,0.4103,0.0,0.0803,0.0,0.0,0.0,1.0,0.0,1.0
31,16th,NN,0.0,0.0,2.5892,0.0,0.1804,0.6412,0.0,0.0,1.0,0.0,1.0,2.0
32,16th,JJ,0.0,0.2873,2.5892,0.0,0.0,0.3968,0.0,1.0,1.0,0.0,0.0,2.0
33,17th,JJ,0.0,0.2873,9.9766,0.0,0.6091,2.6743,0.0,1.0,3.0,0.0,1.0,5.0
34,17th,NN,0.0,0.0,0.0,0.0,3.3326,0.611,0.0,0.0,0.0,0.0,2.0,2.0
35,17th-century,JJ,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
36,1800s,NN,0.0,0.0,0.0,0.0,0.1559,0.0314,0.0,0.0,0.0,0.0,1.0,1.0
37,18th,JJ,0.0,0.2873,0.0,0.4103,0.0,0.404,0.0,1.0,0.0,1.0,0.0,2.0
38,18th-century,JJ,0.0,0.887,0.0,0.0,0.0,0.2268,0.0,1.0,0.0,0.0,0.0,1.0
39,1900s,NN,0.0,0.887,0.0,0.0,0.0,0.2268,0.0,1.0,0.0,0.0,0.0,1.0
40,1920s,NN,0.0,0.2873,0.0,0.0,0.0,0.0121,0.0,1.0,0.0,0.0,0.0,1.0
41,1930s,NN,0.0,0.887,3.2749,0.0,9.3863,3.4215,0.0,1.0,2.0,0.0,4.0,7.0
42,1940s,NN,0.0,0.2873,8.7188,2.499,0.8152,3.2511,0.0,1.0,2.0,2.0,1.0,6.0
43,1950s,NN,4.7364,4.7571,1.6375,0.1311,1.2183,4.8811,1.0,2.0,1.0,1.0,2.0,7.0
44,1960s,NN,0.0,0.0,8.7188,0.3154,12.8495,5.3216,0.0,0.0,2.0,1.0,4.0,7.0
45,1970s,NN,2.3682,0.887,1.6375,0.3154,0.6091,2.9484,1.0,1.0,1.0,1.0,1.0,5.0
46,1980s,NN,0.0,1.774,2.5892,0.4103,15.1686,5.943,0.0,2.0,1.0,1.0,5.0,9.0
47,1990s,NN,0.0,3.9921,7.7677,2.499,10.447,8.1755,0.0,2.0,3.0,2.0,4.0,11.0
48,19th,JJ,2.3682,5.0981,9.9766,0.9462,0.0,5.6229,1.0,3.0,3.0,3.0,0.0,10.0
49,19th,NN,0.0,0.887,8.7188,0.0,1.6303,2.2045,0.0,1.0,2.0,0.0,2.0,5.0
50,19th-century,JJ,0.0,0.5559,0.0,0.0,0.0,0.0812,0.0,1.0,0.0,0.0,0.0,1.0
51,2030s,NN,0.0,0.5559,0.0,0.0,0.0,0.0812,0.0,1.0,0.0,0.0,0.0,1.0
52,20s,NN,0.0,0.0,0.0,0.0,3.1517,0.5394,0.0,0.0,0.0,0.0,2.0,2.0
53,20th,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
54,20th,JJ,0.0,0.0,1.6375,3.3735,2.4455,2.6816,0.0,0.0,1.0,2.0,2.0,5.0
55,20th-century,JJ,0.0,0.0,1.3622,0.0,0.0,0.0812,0.0,0.0,1.0,0.0,0.0,1.0
56,22nd,NN,0.0,0.3436,0.0,0.0,0.8152,0.4996,0.0,1.0,0.0,0.0,1.0,2.0
57,23rd,JJ,2.3682,0.887,0.0,0.0,0.0,0.4996,1.0,1.0,0.0,0.0,0.0,2.0
58,25th,NN,0.0,0.0,0.0,0.3154,0.0,0.045,0.0,0.0,0.0,1.0,0.0,1.0
59,26th,NN,0.0,0.0,0.296,0.0,0.0,0.0314,0.0,0.0,1.0,0.0,0.0,1.0
60,27th,NN,0.0,0.0,5.1784,0.6749,0.0,1.037,0.0,0.0,2.0,1.0,0.0,3.0
61,27th,JJ,0.0,0.0,7.7677,0.0,0.0,0.2594,0.0,0.0,3.0,0.0,0.0,3.0
62,28th,NN,0.0,0.0,0.0,0.6729,0.0,0.0572,0.0,0.0,0.0,1.0,0.0,1.0
63,28th,JJ,0.0,0.0,5.1784,0.0,0.0,0.1729,0.0,0.0,1.0,0.0,0.0,1.0
64,29th,NN,0.0,0.0,0.0,4.7104,0.0,0.4004,0.0,0.0,0.0,6.0,0.0,6.0
65,29th,JJ,0.0,0.0,7.7677,0.0,0.0,0.2594,0.0,0.0,2.0,0.0,0.0,2.0
66,2nd,NN,0.0,0.0,0.0,2.6995,0.0,0.2295,0.0,0.0,0.0,3.0,0.0,3.0
67,2nd,JJ,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
68,3-bed_house,NN,0.0,0.887,0.0,0.0,0.0,0.2268,0.0,1.0,0.0,0.0,0.0,1.0
69,30s,NN,0.0,0.0,0.0,0.0,0.1559,0.0314,0.0,0.0,0.0,0.0,1.0,1.0
70,30th,NN,0.0,0.0,0.0,0.6729,0.0,0.0572,0.0,0.0,0.0,1.0,0.0,1.0
71,30th,JJ,0.0,0.887,0.296,0.0,0.0,0.5394,0.0,1.0,1.0,0.0,0.0,2.0
72,360-degree_view,NN,0.0,0.0,0.0,0.0,0.1559,0.0314,0.0,0.0,0.0,0.0,1.0,1.0
73,3d_picture,NN,0.0,0.0,2.5892,0.0,0.0,0.0865,0.0,0.0,1.0,0.0,0.0,1.0
74,3rd,JJ,0.0,0.0,2.5892,0.6749,0.0,0.675,0.0,0.0,1.0,1.0,0.0,2.0
75,3rd,NN,0.0,0.0,1.6375,0.0,0.0,0.2268,0.0,0.0,1.0,0.0,0.0,1.0
76,40s,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
77,43rd,JJ,0.0,0.0,0.0,0.8294,0.0,0.2268,0.0,0.0,0.0,1.0,0.0,1.0
78,4th,NN,0.0,0.3436,0.0,0.0,0.0,0.0252,0.0,1.0,0.0,0.0,0.0,1.0
79,4x4,NN,2.3682,0.0,0.0,0.0,0.0,0.0252,1.0,0.0,0.0,0.0,0.0,1.0
80,50s,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
81,5th,NN,0.0,0.0,2.5892,0.0,0.0,0.0865,0.0,0.0,1.0,0.0,0.0,1.0
82,5th,JJ,0.0,0.0,7.7677,0.3154,0.0,1.3578,0.0,0.0,2.0,1.0,0.0,3.0
83,60s,NN,0.0,1.774,0.0,0.0,0.8152,0.6803,0.0,2.0,0.0,0.0,1.0,3.0
84,60th,NN,0.0,0.0,1.6375,0.0,0.0,0.2268,0.0,0.0,1.0,0.0,0.0,1.0
85,6th,JJ,0.0,0.0,2.5892,0.0,0.0,0.0865,0.0,0.0,1.0,0.0,0.0,1.0
86,6th,NN,0.0,0.0,1.6375,0.1486,0.0,0.7517,0.0,0.0,1.0,1.0,0.0,2.0
87,70s,NN,0.0,0.5559,0.0,0.0,0.8152,0.7381,0.0,1.0,0.0,0.0,1.0,2.0
88,70th,JJ,0.0,0.0,0.0,0.8294,0.0,0.2268,0.0,0.0,0.0,1.0,0.0,1.0
89,7th,JJ,0.0,0.0,2.5892,0.0,3.3326,1.4201,0.0,0.0,1.0,0.0,2.0,3.0
90,80s,NN,0.0,0.5559,0.0,0.0,0.8152,0.7381,0.0,1.0,0.0,0.0,1.0,2.0
91,8th,JJ,0.0,0.0061,2.5892,0.0,0.0,0.58,0.0,1.0,1.0,0.0,0.0,2.0
92,90th,JJ,0.0,0.2873,0.0,0.0,0.0,0.0121,0.0,1.0,0.0,0.0,0.0,1.0
93,93rd,JJ,0.0,0.0,2.5892,0.0,0.0,0.0865,0.0,0.0,1.0,0.0,0.0,1.0
94,9th,JJ,0.0,0.0,2.5892,0.0,0.0,0.0865,0.0,0.0,1.0,0.0,0.0,1.0
95,9th,NN,0.0,0.0,0.1675,0.0,0.0,0.045,0.0,0.0,1.0,0.0,0.0,1.0
96,a,DT,28856.3308,25177.1166,25869.5021,24452.8674,24497.0875,25230.57,228.0,368.0,422.0,443.0,348.0,1809.0
97,a,NN,0.0,0.887,2.5892,0.0168,1.0665,1.6944,0.0,1.0,1.0,1.0,1.0,4.0
98,a.m.,RB,140.508,35.4352,44.3307,18.6528,0.6091,41.1334,10.0,12.0,8.0,6.0,1.0,37.0
99,aaagh,UH,0.0,0.2551,0.0,0.0,0.0,0.0097,0.0,1.0,0.0,0.0,0.0,1.0
100,abacus,NN,0.0,0.0,0.0,0.0,1.2183,0.1606,0.0,0.0,0.0,0.0,1.0,1.0
101,abandon,VB,0.0,0.0,6.4485,16.9795,41.2869,17.501,0.0,0.0,3.0,6.0,12.0,21.0
102,abandon,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
103,abduct,VB,0.0,0.0,0.0,0.8294,0.0,0.2268,0.0,0.0,0.0,1.0,0.0,1.0
104,ability,NN,0.0,0.3436,39.2325,54.3404,20.3112,28.8712,0.0,1.0,6.0,13.0,6.0,26.0
105,able,JJ,17.2086,81.2704,371.2667,260.0296,243.9212,218.9428,4.0,13.0,35.0,48.0,42.0,142.0
106,aboard,IN,0.0,0.0,0.0,0.8294,0.0,0.2268,0.0,0.0,0.0,1.0,0.0,1.0
107,abolish,VB,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
108,aboriginal,JJ,0.0,0.0,1.3622,0.0,0.0,0.0812,0.0,0.0,1.0,0.0,0.0,1.0
109,about,NN,0.0,0.0,0.0,0.0,0.9086,0.0678,0.0,0.0,0.0,0.0,1.0,1.0
110,about,RP,0.0,0.0,0.0,0.0,4.6544,0.7357,0.0,0.0,0.0,0.0,2.0,2.0
111,about,RB,697.0187,505.6437,635.1667,438.6137,203.1833,463.1708,31.0,53.0,67.0,62.0,33.0,246.0
112,about,CD,0.0,0.0,0.0,0.6524,0.0,0.0555,0.0,0.0,0.0,1.0,0.0,1.0
113,about,IN,3070.5352,3133.2036,4252.1087,3502.0566,2689.1957,3310.6286,74.0,161.0,207.0,259.0,185.0,886.0
114,about,JJ,0.0,11.8706,5.8824,5.5618,20.6944,13.5802,0.0,3.0,2.0,3.0,5.0,13.0
115,above,JJ,0.0,0.0,5.1784,0.0,0.6091,1.0136,0.0,0.0,2.0,0.0,1.0,3.0
116,above,RB,3.4417,9.5829,6.4317,37.295,21.9764,23.9614,1.0,4.0,2.0,10.0,6.0,23.0
117,above,IN,13.7583,168.2821,121.5857,59.1294,208.5774,129.208,3.0,21.0,15.0,13.0,26.0,78.0
118,abroad,RB,0.0,20.1201,57.0504,38.0899,0.6091,24.6806,0.0,5.0,9.0,10.0,1.0,25.0
119,abruptly,RB,0.0,0.0,0.0,5.9418,0.8152,1.7348,0.0,0.0,0.0,3.0,1.0,4.0
120,absence,NN,0.0,0.0,1.3622,6.4517,0.9357,3.3764,0.0,0.0,1.0,3.0,1.0,5.0
121,absent,JJ,0.0,0.0,2.1495,0.6729,0.6091,1.4933,0.0,0.0,1.0,1.0,1.0,3.0
122,absent-mindedly,RB,0.0,0.0,0.0,0.8294,0.0,0.2268,0.0,0.0,0.0,1.0,0.0,1.0
123,absenteeism,NN,0.0,0.0,1.3622,0.0,0.0,0.0812,0.0,0.0,1.0,0.0,0.0,1.0
124,absolute,JJ,0.0,0.0,0.0,0.0,7.4313,1.0055,0.0,0.0,0.0,0.0,3.0,3.0
125,absolutely,RB,0.0,7.4126,63.4184,86.0622,77.4157,53.4637,0.0,3.0,12.0,18.0,17.0,50.0
126,absorb,VB,0.0,0.0,0.0,0.1311,10.447,3.2797,0.0,0.0,0.0,1.0,5.0,6.0
127,abstract,JJ,0.0,0.0,0.0,1.6588,0.6091,1.2795,0.0,0.0,0.0,2.0,1.0,3.0
128,abstract,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
129,absurd,JJ,0.0,0.0,0.0,0.6749,0.6091,0.6752,0.0,0.0,0.0,1.0,1.0,2.0
130,absurdly,RB,0.0,0.0,0.296,0.3154,0.0,0.6236,0.0,0.0,1.0,1.0,0.0,2.0
131,abundant,JJ,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
132,abuse,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
133,abuse,VB,0.0,0.0,0.0,0.1311,0.0,0.0314,0.0,0.0,0.0,1.0,0.0,1.0
134,academia,NN,0.0,0.0,0.0,0.1311,0.0,0.0314,0.0,0.0,0.0,1.0,0.0,1.0
135,academic,JJ,0.0,4.7571,0.592,0.0,13.9633,5.8491,0.0,2.0,2.0,0.0,5.0,9.0
136,academic,NN,0.0,0.0,0.296,0.0,0.6091,0.5862,0.0,0.0,1.0,0.0,1.0,2.0
137,academically,RB,0.0,0.0,0.296,0.0,0.6091,0.5862,0.0,0.0,1.0,0.0,1.0,2.0
138,accelerate,VB,0.0,0.0,0.0,0.0,2.4455,0.6803,0.0,0.0,0.0,0.0,3.0,3.0
139,acceleration,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
140,accent,NN,0.0,0.0,0.296,10.3462,15.9147,8.9496,0.0,0.0,1.0,4.0,4.0,9.0
141,accented,JJ,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
142,accept,VB,0.0,8.573,140.6181,182.6912,102.5277,96.781,0.0,2.0,18.0,40.0,20.0,80.0
143,acceptable,JJ,0.0,0.7704,10.8325,0.2622,6.0851,6.4688,0.0,1.0,2.0,2.0,3.0,8.0
144,acceptance,NN,0.0,0.0,0.0,0.0,1.0665,0.0796,0.0,0.0,0.0,0.0,1.0,1.0
145,access,VB,0.0,0.0,2.5892,2.2622,1.8274,3.2322,0.0,0.0,1.0,2.0,2.0,5.0
146,access,NN,0.0,0.0,11.0493,11.6578,13.9633,7.7829,0.0,0.0,3.0,4.0,5.0,12.0
147,access_road,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
148,accessible,JJ,0.0,0.0,0.0,3.619,0.8152,1.2795,0.0,0.0,0.0,2.0,1.0,3.0
149,accident,NN,1.8054,98.4605,37.3523,87.5779,44.4244,63.1969,1.0,13.0,6.0,18.0,9.0,47.0
150,accident_book,NN,0.0,0.7704,0.0,0.0,0.0,0.0292,0.0,1.0,0.0,0.0,0.0,1.0
151,accidental,JJ,0.0,0.0,2.1495,0.6524,1.2183,1.9886,0.0,0.0,1.0,1.0,2.0,4.0
152,accidentally,RB,0.0,4.0431,13.6955,11.9823,0.9605,8.128,0.0,2.0,3.0,4.0,1.0,10.0
153,acclaim,NN,0.0,0.0,0.0,0.8294,0.0,0.2268,0.0,0.0,0.0,1.0,0.0,1.0
154,acclaimed,JJ,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
155,acclimatise,VB,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
156,accommodate,VB,0.0,0.0,0.0,0.0,3.1517,0.5394,0.0,0.0,0.0,0.0,2.0,2.0
157,accommodation,NN,0.0,0.887,27.1719,3.619,0.3118,6.4156,0.0,1.0,6.0,2.0,2.0,11.0
158,accompaniment,NN,0.0,0.0,0.0,0.0,0.1804,0.045,0.0,0.0,0.0,0.0,1.0,1.0
159,accompany,VB,0.0,0.0,8.7188,3.3175,26.5877,8.8432,0.0,0.0,2.0,4.0,8.0,14.0
160,accomplice,NN,0.0,0.0,0.0,0.8294,0.8152,0.4535,0.0,0.0,0.0,1.0,1.0,2.0
161,accomplish,VB,0.0,0.0,1.0615,0.0,0.6091,0.4665,0.0,0.0,2.0,0.0,1.0,3.0
162,accomplished,JJ,0.0,0.5559,1.3622,0.0,0.0,0.1625,0.0,1.0,1.0,0.0,0.0,2.0
163,accomplishment,NN,0.0,0.0,0.0,0.8294,0.0,0.2268,0.0,0.0,0.0,1.0,0.0,1.0
164,accord,VB,0.0,0.5559,44.2013,70.5875,97.9966,46.5742,0.0,1.0,8.0,17.0,21.0,47.0
165,accordingly,RB,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
166,accordion,NN,0.0,5.129,0.0,0.0,0.0,0.3908,0.0,2.0,0.0,0.0,0.0,2.0
167,account,NN,0.0,3.9921,17.4376,12.0708,62.315,22.4051,0.0,2.0,4.0,3.0,14.0,23.0
168,account,VB,0.0,0.0,0.0,5.1855,11.3543,3.9856,0.0,0.0,0.0,3.0,4.0,7.0
169,account_book,NN,0.0,0.0,0.0,0.0,0.9357,0.0698,0.0,0.0,0.0,0.0,1.0,1.0
170,accountable,JJ,0.0,0.0,0.0,7.8372,0.0,1.7665,0.0,0.0,0.0,3.0,0.0,3.0
171,accountancy,NN,0.0,0.0,1.6375,0.0,0.0,0.2268,0.0,0.0,1.0,0.0,0.0,1.0
172,accountant,NN,2.4671,0.2873,5.1784,0.4103,15.8649,6.8891,1.0,1.0,2.0,1.0,4.0,9.0
173,accounting,NN,0.0,0.0,0.296,0.4103,0.0,0.5862,0.0,0.0,1.0,1.0,0.0,2.0
174,accounting_course,NN,0.0,0.0,0.592,0.0,0.0,0.0629,0.0,0.0,1.0,0.0,0.0,1.0
175,accredit,VB,0.0,0.0,0.0,0.8294,0.0,0.2268,0.0,0.0,0.0,1.0,0.0,1.0
176,accumulate,VB,0.0,0.0,1.3622,0.0,0.8152,0.7381,0.0,0.0,1.0,0.0,1.0,2.0
177,accuracy,NN,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
178,accurate,JJ,0.0,0.0,1.3622,10.4767,17.758,8.9024,0.0,0.0,1.0,4.0,5.0,10.0
179,accurately,RB,0.0,0.0,0.0,9.7136,6.9854,4.6749,0.0,0.0,0.0,4.0,2.0,6.0
180,accuse,VB,0.0,0.0,0.0,54.6879,42.0114,23.4322,0.0,0.0,0.0,14.0,9.0,23.0
181,ace,NN,0.0,0.0,0.0,0.4103,0.0,0.0803,0.0,0.0,0.0,1.0,0.0,1.0
182,ache,VB,0.0,0.0,2.1495,0.8294,16.7975,4.6808,0.0,0.0,1.0,1.0,5.0,7.0
183,ache,NN,0.0,8.109,0.0,0.0,0.0,1.098,0.0,5.0,0.0,0.0,0.0,5.0
184,achieve,VB,0.0,0.0,20.5988,50.6678,55.8952,28.4338,0.0,0.0,4.0,12.0,13.0,29.0
185,achievement,NN,0.0,0.0,0.0,0.8205,11.1824,2.5282,0.0,0.0,0.0,2.0,4.0,6.0
186,acid,NN,0.0,6.6381,0.0,0.0,0.0,0.2513,0.0,5.0,0.0,0.0,0.0,5.0
187,acid_water,NN,0.0,0.4425,0.0,0.0,0.0,0.0168,0.0,1.0,0.0,0.0,0.0,1.0
188,acidic,JJ,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
189,acknowledge,VB,0.0,0.0,1.3622,2.7716,0.6091,1.9079,0.0,0.0,1.0,2.0,1.0,4.0
190,acquaint,VB,0.0,0.0,0.0,0.8294,0.0,0.2268,0.0,0.0,0.0,1.0,0.0,1.0
191,acquire,VB,0.0,0.0,1.3622,11.8145,8.8406,5.9965,0.0,0.0,1.0,6.0,4.0,11.0
192,acre,NN,0.0,0.0,1.3622,0.4103,0.0,0.7057,0.0,0.0,1.0,1.0,0.0,2.0
193,acrobat,NN,0.0,0.0,0.0,0.6749,0.0,0.0574,0.0,0.0,0.0,1.0,0.0,1.0
194,across,RP,0.0,0.7704,0.0,0.0,0.0,0.0292,0.0,1.0,0.0,0.0,0.0,1.0
195,across,RB,0.0,10.5478,1.6375,8.2259,0.8152,4.4281,0.0,4.0,1.0,3.0,1.0,9.0
196,across,IN,726.3281,539.9965,161.2436,562.9951,364.4801,473.8235,40.0,44.0,21.0,67.0,57.0,229.0
197,act,NN,0.0,0.0,0.0,30.0906,32.9941,15.4199,0.0,0.0,0.0,7.0,10.0,17.0
198,act,VB,8.6476,13.2392,94.1818,89.8268,118.6485,55.3739,5.0,4.0,15.0,21.0,24.0,69.0
199,act_out,VB,0.0,0.0,0.0,2.0187,0.0,0.1716,0.0,0.0,0.0,3.0,0.0,3.0
200,acting,JJ,0.0,0.0,0.0,0.1012,0.0,0.0812,0.0,0.0,0.0,1.0,0.0,1.0
201,acting,NN,0.0,0.0,5.1784,0.1486,0.0,0.2594,0.0,0.0,2.0,1.0,0.0,3.0
202,acting_career,NN,0.0,0.0,0.0,0.8294,0.0,0.2268,0.0,0.0,0.0,1.0,0.0,1.0
203,action,NN,0.0,0.0,62.376,103.0234,101.5835,62.6398,0.0,0.0,7.0,22.0,22.0,51.0
204,action_film,NN,0.0,0.887,0.0,0.0,0.0,0.2268,0.0,1.0,0.0,0.0,0.0,1.0
205,actions,NN,0.0,0.0,0.0,0.6524,0.9605,0.6712,0.0,0.0,0.0,1.0,1.0,2.0
206,activate,VB,0.0,0.0,0.0,0.0,1.2183,0.1606,0.0,0.0,0.0,0.0,2.0,2.0
207,active,JJ,0.0,8.6617,23.0424,30.3391,0.6091,18.8599,0.0,2.0,4.0,6.0,1.0,13.0
208,active-looking,JJ,0.0,0.0,0.0,0.6729,0.0,0.0572,0.0,0.0,0.0,1.0,0.0,1.0
209,activist,NN,0.0,0.0,0.0,0.0,0.1559,0.0314,0.0,0.0,0.0,0.0,1.0,1.0
210,activity,NN,2.4671,37.1765,54.218,38.5787,81.7259,52.6466,1.0,8.0,9.0,11.0,15.0,44.0
211,activity_program,NN,0.0,0.0,0.0,0.8294,0.0,0.2268,0.0,0.0,0.0,1.0,0.0,1.0
212,activity_week,NN,0.0,0.0,2.5892,0.0,0.0,0.0865,0.0,0.0,1.0,0.0,0.0,1.0
213,actor,NN,4.9343,17.9616,15.5353,57.1927,3.6894,31.5684,1.0,7.0,5.0,12.0,2.0,27.0
214,actress,NN,3.8434,22.6717,5.1784,13.4767,0.1804,10.8461,2.0,7.0,2.0,4.0,1.0,16.0
215,actual,JJ,0.0,0.0,0.0,20.423,9.9221,7.4318,0.0,0.0,0.0,6.0,3.0,9.0
216,actually,NN,0.0,0.0,0.0,0.6729,0.0,0.0572,0.0,0.0,0.0,1.0,0.0,1.0
217,actually,RB,7.4014,48.1026,247.5535,233.2549,194.6985,159.8955,3.0,12.0,34.0,43.0,40.0,132.0
218,ad,NN,2.3682,0.0,8.371,4.2458,13.9633,9.6273,1.0,0.0,2.0,3.0,2.0,8.0
219,adapt,VB,0.0,0.0,0.0,5.9073,23.7768,6.0587,0.0,0.0,0.0,3.0,6.0,9.0
220,add,VB,21.6351,29.1818,158.7894,146.6744,206.1728,123.2079,3.0,7.0,20.0,32.0,34.0,96.0
221,addict,NN,2.4671,0.0,0.0,0.0,0.0,0.0812,1.0,0.0,0.0,0.0,0.0,1.0
222,addict,VB,0.0,0.0,5.1784,0.1012,0.6091,1.9812,0.0,0.0,2.0,1.0,1.0,4.0
223,addictive,JJ,0.0,0.0,0.0,1.6588,0.0,0.4535,0.0,0.0,0.0,2.0,0.0,2.0
224,addition,NN,1.4193,0.0,27.8999,52.9347,22.8212,24.872,1.0,0.0,5.0,13.0,8.0,27.0
225,additional,JJ,0.0,0.0,2.5892,2.8085,10.7939,4.3419,0.0,0.0,1.0,3.0,4.0,8.0
226,additionally,RB,0.0,0.0,0.0,0.0,2.4366,0.3213,0.0,0.0,0.0,0.0,4.0,4.0
227,additive,NN,0.0,0.3436,0.0,0.4103,0.0,0.5457,0.0,1.0,0.0,1.0,0.0,2.0
228,address,NN,30.5799,19.2971,33.6306,34.3163,54.503,46.4959,3.0,5.0,6.0,10.0,11.0,35.0
229,address,VB,0.0,0.0,12.8111,19.6919,40.9657,18.8918,0.0,0.0,3.0,6.0,10.0,19.0
230,address_book,NN,0.0,0.0,0.0,0.1012,0.0,0.0812,0.0,0.0,0.0,1.0,0.0,1.0
