,word,tag,level_freq@a1,level_freq@a2,level_freq@b1,level_freq@b2,level_freq@c1,total_freq@total,nb_doc@a1,nb_doc@a2,nb_doc@b1,nb_doc@b2,nb_doc@c1,nb_doc@total
8612,mountain_gorilla,NN,0.0,0.0,5.1784,0.0,0.0,0.1729,0.0,0.0,2.0,0.0,0.0,2.0
8613,mountain_home,NN,0.0,0.0,2.5892,0.0,0.0,0.0865,0.0,0.0,1.0,0.0,0.0,1.0
8614,mountain_lake,NN,0.0,0.8851,0.0,0.0,0.0,0.0335,0.0,2.0,0.0,0.0,0.0,2.0
8615,mountain_lion,NN,0.0,0.0,0.5308,0.0,2.133,0.8783,0.0,0.0,1.0,0.0,2.0,3.0
8616,mountain_onsen,NN,0.0,0.0,0.0,0.8294,0.0,0.2268,0.0,0.0,0.0,1.0,0.0,1.0
8617,mountain_range,NN,0.0,1.1119,0.0,0.0,0.0,0.1625,0.0,1.0,0.0,0.0,0.0,1.0
8618,mountain_road,NN,0.0,0.4425,0.0,0.0,0.0,0.0168,0.0,1.0,0.0,0.0,0.0,1.0
8619,mountain_top,NN,0.0,0.0,0.0,0.0,1.0665,0.0796,0.0,0.0,0.0,0.0,1.0,1.0
8620,mountainous,JJ,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
8621,mountainside,NN,0.0,0.0,1.0615,0.0,0.0,0.0303,0.0,0.0,2.0,0.0,0.0,2.0
8622,mouse,NN,0.0,0.2913,0.0,0.0,13.3998,2.8027,0.0,1.0,0.0,0.0,4.0,5.0
8623,mouse_lemur,NN,0.0,0.0,5.1784,0.0,0.0,0.1729,0.0,0.0,2.0,0.0,0.0,2.0
8624,moustache,NN,0.0,17.0261,0.0,5.4989,0.0,4.7819,0.0,6.0,0.0,3.0,0.0,9.0
8625,moustached,JJ,0.0,0.0,0.0,0.3154,0.0,0.045,0.0,0.0,0.0,1.0,0.0,1.0
8626,mouth,NN,62.0831,159.0528,28.9581,33.5139,162.9261,108.2295,4.0,19.0,4.0,14.0,29.0,70.0
8627,mouthful,NN,0.0,0.0,0.0,0.0,1.0665,0.0796,0.0,0.0,0.0,0.0,1.0,1.0
8628,move,NN,0.0,8.0534,6.4642,37.8988,25.0738,21.3748,0.0,3.0,2.0,10.0,7.0,22.0
8629,move,VB,540.6517,1209.8689,660.5113,1003.359,938.0925,1001.603,26.0,117.0,76.0,126.0,134.0,479.0
8630,movement,NN,0.9027,9.8578,7.4841,43.4539,72.0505,41.7307,1.0,3.0,3.0,13.0,16.0,36.0
8631,movie,NN,59.0572,2.7797,31.1752,56.2776,56.8698,46.0371,8.0,3.0,13.0,13.0,11.0,48.0
8632,movie_house,NN,0.0,0.0,0.0,0.5926,0.0,0.0504,0.0,0.0,0.0,1.0,0.0,1.0
8633,movie_role,NN,0.0,0.0,0.0,0.0,0.1804,0.045,0.0,0.0,0.0,0.0,1.0,1.0
8634,movie_theater,NN,4.9343,1.1119,0.0,0.4103,0.0,1.3921,2.0,2.0,0.0,1.0,0.0,5.0
8635,mozzarella,NN,0.0,0.0,1.6375,0.0,0.0,0.2268,0.0,0.0,1.0,0.0,0.0,1.0
8636,mozzarella_cheese,NN,0.0,0.0,3.2749,0.0,0.0,0.4535,0.0,0.0,2.0,0.0,0.0,2.0
8637,mp3,NN,0.0,0.0,0.0,0.1012,0.0,0.0812,0.0,0.0,0.0,1.0,0.0,1.0
8638,mp3_download,NN,0.0,0.0,2.5892,0.0,0.0,0.0865,0.0,0.0,1.0,0.0,0.0,1.0
8639,mp3_player,NN,15.7801,0.0,4.0866,0.3036,0.0,1.3987,2.0,0.0,3.0,3.0,0.0,8.0
8640,mp3s,NN,0.0,0.0,2.5892,0.0,0.0,0.0865,0.0,0.0,1.0,0.0,0.0,1.0
8641,mph,NN,0.0,0.0,0.0,0.4103,0.8152,0.7357,0.0,0.0,0.0,1.0,1.0,2.0
8642,much,JJ,341.7453,350.7943,499.102,463.176,369.4935,421.4708,16.0,41.0,48.0,77.0,57.0,239.0
8643,much,RB,505.2374,491.782,575.7252,509.9056,456.8703,519.953,20.0,57.0,51.0,77.0,69.0,274.0
8644,much-needed,JJ,0.0,0.0,0.0,0.0,0.9086,0.0678,0.0,0.0,0.0,0.0,1.0,1.0
8645,mud,NN,61.4681,0.0,4.299,6.9201,27.1319,12.1234,6.0,0.0,2.0,4.0,7.0,19.0
8646,mud_chute,NN,0.0,0.2913,0.0,0.0,0.0,0.011,0.0,1.0,0.0,0.0,0.0,1.0
8647,mud_home,NN,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
8648,muddy,JJ,2.4103,0.0,8.5979,7.1156,7.131,8.4651,1.0,0.0,4.0,4.0,3.0,12.0
8649,muesli,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
8650,muffle,VB,0.0,0.0,0.0,0.0,0.1559,0.0314,0.0,0.0,0.0,0.0,1.0,1.0
8651,muffler,NN,0.0,0.0,1.3622,0.0,0.0,0.0812,0.0,0.0,1.0,0.0,0.0,1.0
8652,mug,NN,0.0,0.887,2.5892,0.0,0.0,0.7517,0.0,1.0,1.0,0.0,0.0,2.0
8653,mugging,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
8654,mule,NN,0.0,0.0,0.0,0.8294,0.0,0.2268,0.0,0.0,0.0,1.0,0.0,1.0
8655,mull,VB,0.0,0.0,0.0,1.6588,0.0,0.4535,0.0,0.0,0.0,2.0,0.0,2.0
8656,mullet,NN,0.0,0.5559,0.0,0.0,0.0,0.0812,0.0,1.0,0.0,0.0,0.0,1.0
8657,multi-cultural,JJ,0.0,0.0,0.0,0.3154,0.8152,0.611,0.0,0.0,0.0,1.0,1.0,2.0
8658,multi-faith,JJ,0.0,0.0,0.0,0.3154,0.0,0.045,0.0,0.0,0.0,1.0,0.0,1.0
8659,multi-spectral,JJ,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
8660,multi-storey,JJ,0.0,0.0,1.6375,0.0,0.0,0.2268,0.0,0.0,1.0,0.0,0.0,1.0
8661,multi-task,VB,0.0,0.0,0.0,0.8294,0.0,0.2268,0.0,0.0,0.0,1.0,0.0,1.0
8662,multi-word,JJ,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
8663,multibillion,JJ,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
8664,multicolored,JJ,0.0,0.5559,0.0,0.0,0.0,0.0812,0.0,1.0,0.0,0.0,0.0,1.0
8665,multigenerational,JJ,0.0,0.0,0.0,0.8294,0.0,0.2268,0.0,0.0,0.0,1.0,0.0,1.0
8666,multilingual,JJ,0.0,0.0,0.0,1.6588,0.0,0.4535,0.0,0.0,0.0,1.0,0.0,1.0
8667,multimedia_presence,NN,0.0,0.0,1.3622,0.0,0.0,0.0812,0.0,0.0,1.0,0.0,0.0,1.0
8668,multimillionaire,NN,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
8669,multinational,JJ,4.7364,0.0,5.1784,0.0,0.0,1.0767,1.0,0.0,2.0,0.0,0.0,3.0
8670,multiple,JJ,0.0,0.0,8.042,0.1311,0.0,1.3098,0.0,0.0,2.0,1.0,0.0,3.0
8671,multiplex,NN,0.0,0.0,0.0,0.0,0.1559,0.0314,0.0,0.0,0.0,0.0,1.0,1.0
8672,multiply,VB,0.0,0.0,0.0,1.1852,0.0,0.1007,0.0,0.0,0.0,2.0,0.0,2.0
8673,multitask,VB,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
8674,multitasker,NN,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
8675,multitasking,NN,0.0,0.0,0.0,0.0,1.2183,0.1606,0.0,0.0,0.0,0.0,1.0,1.0
8676,multitasking,JJ,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
8677,multitude,NN,0.0,0.0,0.0,0.0,3.3177,0.5862,0.0,0.0,0.0,0.0,2.0,2.0
8678,mum,NN,0.0,41.8743,31.3227,0.6308,1.6303,14.0333,0.0,9.0,7.0,1.0,2.0,19.0
8679,mumble,VB,0.0,0.5074,0.0,0.0,0.0,0.0192,0.0,1.0,0.0,0.0,0.0,1.0
8680,mummified,JJ,0.0,1.8186,0.0,0.0,0.0,0.0688,0.0,1.0,0.0,0.0,0.0,1.0
8681,mummify,VB,0.0,0.7274,0.0,0.0,0.0,0.0275,0.0,2.0,0.0,0.0,0.0,2.0
8682,mummy,NN,0.0,6.5468,0.0,0.0,0.0,0.2478,0.0,10.0,0.0,0.0,0.0,10.0
8683,munch,VB,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
8684,mundane,JJ,0.0,0.0,1.3622,0.0,0.6091,0.7057,0.0,0.0,1.0,0.0,1.0,2.0
8685,mural,NN,0.0,0.0,0.0,0.0,6.967,1.2788,0.0,0.0,0.0,0.0,4.0,4.0
8686,murder,VB,17.2086,18.0126,22.2504,147.6239,14.6271,67.9213,4.0,8.0,5.0,38.0,8.0,63.0
8687,murder,NN,0.0,61.9879,59.5854,204.6653,31.0805,100.5914,0.0,11.0,5.0,33.0,9.0,58.0
8688,murder_case,NN,0.0,0.0,0.0,0.6524,0.0,0.0555,0.0,0.0,0.0,1.0,0.0,1.0
8689,murder_charge,NN,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
8690,murder_game,NN,0.0,0.0,0.0,0.6729,0.0,0.0572,0.0,0.0,0.0,1.0,0.0,1.0
8691,murder_suspect,NN,0.0,0.0,0.0,0.6524,0.0,0.0555,0.0,0.0,0.0,1.0,0.0,1.0
8692,murder_victim,NN,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
8693,murder_weapon,NN,0.0,0.0,0.0,1.3049,0.0,0.1109,0.0,0.0,0.0,2.0,0.0,2.0
8694,murdered,VB,0.0,0.0,0.0,0.0,0.9605,0.0717,0.0,0.0,0.0,0.0,1.0,1.0
8695,murderer,NN,58.5091,56.3345,26.4395,95.4857,4.5428,69.7049,7.0,12.0,2.0,16.0,2.0,39.0
8696,murderous,JJ,0.0,0.0,2.1495,0.0,10.2145,2.4388,0.0,0.0,1.0,0.0,3.0,4.0
8697,murmur,VB,0.0,0.0,0.0,0.0,14.537,1.0846,0.0,0.0,0.0,0.0,14.0,14.0
8698,murmur,NN,0.0,0.0,0.0,0.0,0.9086,0.0678,0.0,0.0,0.0,0.0,1.0,1.0
8699,muscle,NN,0.0,0.0,11.3872,3.619,13.4554,5.9278,0.0,0.0,2.0,2.0,4.0,8.0
8700,muscle_ache,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
8701,muscular,JJ,0.0,0.5559,0.0,0.0,0.0,0.0812,0.0,1.0,0.0,0.0,0.0,1.0
8702,muse,NN,0.0,0.0,0.5308,0.0,0.0,0.0151,0.0,0.0,1.0,0.0,0.0,1.0
8703,museum,NN,100.1822,93.0932,57.2933,5.3771,3.4969,41.4109,8.0,12.0,5.0,4.0,2.0,31.0
8704,museum_guidebook,NN,0.0,0.0,1.6375,0.0,0.0,0.2268,0.0,0.0,1.0,0.0,0.0,1.0
8705,museum_piece,NN,0.0,0.0,1.3622,0.0,0.0,0.0812,0.0,0.0,1.0,0.0,0.0,1.0
8706,mushroom,NN,0.0,0.5074,1.6375,3.433,0.0,2.0566,0.0,1.0,1.0,2.0,0.0,4.0
8707,music,NN,179.5455,229.0276,379.5079,168.9979,126.4322,201.1775,10.0,29.0,27.0,28.0,19.0,113.0
8708,music-today,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
8709,music_book,NN,0.0,0.3481,0.0,0.0,0.0,0.0132,0.0,1.0,0.0,0.0,0.0,1.0
8710,music_box,NN,0.0,0.0,2.5892,0.0,0.0,0.0865,0.0,0.0,1.0,0.0,0.0,1.0
8711,music_case,NN,0.0,1.5409,0.0,0.0,0.0,0.0583,0.0,1.0,0.0,0.0,0.0,1.0
8712,music_center,NN,0.0,0.0,0.0,0.1012,0.0,0.0812,0.0,0.0,0.0,1.0,0.0,1.0
8713,music_channel,NN,0.0,0.0,0.0,0.1012,0.0,0.0812,0.0,0.0,0.0,1.0,0.0,1.0
8714,music_collection,NN,2.3682,0.0,0.0,0.0,0.0,0.0252,1.0,0.0,0.0,0.0,0.0,1.0
8715,music_college,NN,0.0,0.0,1.6375,0.0,0.0,0.2268,0.0,0.0,1.0,0.0,0.0,1.0
8716,music_competition,NN,0.0,0.6963,2.5892,0.0,0.0,0.4229,0.0,1.0,1.0,0.0,0.0,2.0
8717,music_day,NN,0.0,0.3481,0.0,0.0,0.0,0.0132,0.0,1.0,0.0,0.0,0.0,1.0
8718,music_device,NN,0.0,0.0,0.0,0.1012,0.0,0.0812,0.0,0.0,0.0,1.0,0.0,1.0
8719,music_festival,NN,0.0,0.887,17.7825,0.0,0.0,1.6602,0.0,1.0,4.0,0.0,0.0,5.0
8720,music_file,NN,0.0,0.5559,0.0,0.0,0.1559,0.5852,0.0,1.0,0.0,0.0,1.0,2.0
8721,music_journalist,NN,0.0,0.887,0.0,0.0,0.0,0.2268,0.0,1.0,0.0,0.0,0.0,1.0
8722,music_lesson,NN,0.0,1.0444,0.0,0.0,0.0,0.0395,0.0,2.0,0.0,0.0,0.0,2.0
8723,music_magazine,NN,2.3682,0.0,1.3622,0.0,0.0,0.5445,1.0,0.0,1.0,0.0,0.0,2.0
8724,music_pirate,NN,0.0,0.0,0.0,0.0,0.1559,0.0314,0.0,0.0,0.0,0.0,1.0,1.0
8725,music_player,NN,0.0,1.774,0.0,0.0,0.0,0.4535,0.0,1.0,0.0,0.0,0.0,1.0
8726,music_playlist,NN,2.3682,0.0,0.0,0.0,0.0,0.0252,1.0,0.0,0.0,0.0,0.0,1.0
8727,music_professor,NN,0.0,0.2873,0.0,0.0,0.0,0.0121,0.0,1.0,0.0,0.0,0.0,1.0
8728,music_room,NN,0.0,0.2873,0.0,0.0,0.0,0.0121,0.0,1.0,0.0,0.0,0.0,1.0
8729,music_scene,NN,0.0,0.0,0.0,0.8294,0.0,0.2268,0.0,0.0,0.0,1.0,0.0,1.0
8730,music_session,NN,0.0,0.0,1.6375,0.0,0.0,0.2268,0.0,0.0,1.0,0.0,0.0,1.0
8731,music_store,NN,0.0,0.0,2.5892,0.0,0.0,0.0865,0.0,0.0,1.0,0.0,0.0,1.0
8732,music_student,NN,0.0,0.887,0.0,0.0,0.0,0.2268,0.0,1.0,0.0,0.0,0.0,1.0
8733,music_system,NN,2.3682,0.0,0.0,0.3154,0.0,0.5989,1.0,0.0,0.0,1.0,0.0,2.0
8734,music_teacher,NN,0.0,0.0,1.6375,0.0,0.0,0.2268,0.0,0.0,1.0,0.0,0.0,1.0
8735,music_training,NN,0.0,0.0,0.0,0.1012,0.0,0.0812,0.0,0.0,0.0,1.0,0.0,1.0
8736,music_trip,NN,0.0,0.0,1.6375,0.0,0.0,0.2268,0.0,0.0,1.0,0.0,0.0,1.0
8737,music_world,NN,0.0,0.0,0.0,0.8294,0.0,0.2268,0.0,0.0,0.0,1.0,0.0,1.0
8738,musical,JJ,0.0,11.859,44.4055,0.8205,1.0665,11.64,0.0,4.0,7.0,2.0,1.0,14.0
8739,musical,NN,0.0,0.2879,11.5555,0.0,0.0,1.4536,0.0,1.0,2.0,0.0,0.0,3.0
8740,musician,NN,0.0,19.6436,46.1079,24.0143,0.0,16.9284,0.0,9.0,8.0,8.0,0.0,25.0
8741,must,MD,1289.9762,657.3408,687.3705,716.3973,611.0477,756.0412,33.0,54.0,44.0,82.0,74.0,287.0
8742,must,NN,0.0,0.0,0.0,0.0,4.6544,0.7357,0.0,0.0,0.0,0.0,2.0,2.0
8743,must,TO,0.0,0.0,0.0,0.0,1.0665,0.0796,0.0,0.0,0.0,0.0,1.0,1.0
8744,must,VB,0.0,0.0,0.0,0.6524,0.0,0.0555,0.0,0.0,0.0,1.0,0.0,1.0
8745,mustache,NN,0.0,0.5559,0.0,0.0,0.0,0.0812,0.0,1.0,0.0,0.0,0.0,1.0
8746,mustard,NN,0.0,0.0,0.0,0.0,0.9357,0.0698,0.0,0.0,0.0,0.0,1.0,1.0
8747,mustard_pot,NN,0.0,0.5102,0.0,0.0,0.0,0.0193,0.0,1.0,0.0,0.0,0.0,1.0
8748,musty,JJ,0.0,0.0,0.296,0.0,0.0,0.0314,0.0,0.0,1.0,0.0,0.0,1.0
8749,muti,NN,0.0,0.7704,0.0,0.0,0.0,0.0292,0.0,1.0,0.0,0.0,0.0,1.0
8750,mutter,VB,0.0,0.0,0.0,0.6749,0.0,0.0574,0.0,0.0,0.0,1.0,0.0,1.0
8751,my,UH,0.0,0.3637,0.0,0.0,0.9086,0.4477,0.0,1.0,0.0,0.0,1.0,2.0
8752,my,CD,3.4417,0.0,0.0,0.0,0.0,0.0178,1.0,0.0,0.0,0.0,0.0,1.0
8753,my,JJ,0.0,0.0,2.1495,0.0,0.0,0.0613,0.0,0.0,1.0,0.0,0.0,1.0
8754,my,PRP$,5813.7183,5168.3943,7686.643,3975.7983,2341.7324,4582.2958,98.0,212.0,202.0,194.0,132.0,838.0
8755,myself,VB,0.0,0.0,0.0,0.7308,0.0,0.0621,0.0,0.0,0.0,1.0,0.0,1.0
8756,myself,PRP,23.5778,62.7934,195.3779,275.8684,88.3774,152.8781,3.0,14.0,21.0,43.0,15.0,96.0
8757,myself,NN,0.0,0.0,2.1495,0.0,0.0,0.0613,0.0,0.0,1.0,0.0,0.0,1.0
8758,mysterious,JJ,0.0,0.8051,18.7691,15.6899,5.057,11.2181,0.0,1.0,4.0,5.0,2.0,12.0
8759,mysteriously,RB,0.0,0.0,0.0,12.389,1.8171,3.8707,0.0,0.0,0.0,5.0,2.0,7.0
8760,mystery,NN,34.5813,21.2526,17.0682,40.4659,26.828,33.4201,4.0,6.0,4.0,11.0,6.0,31.0
8761,mystery_man,NN,0.0,0.0,0.0,3.9178,0.0,0.6345,0.0,0.0,0.0,2.0,0.0,2.0
8762,mystery_object,NN,0.0,0.0,1.6375,0.0,0.0,0.2268,0.0,0.0,1.0,0.0,0.0,1.0
8763,mystic,JJ,0.0,0.0,0.0,0.8294,0.0,0.2268,0.0,0.0,0.0,1.0,0.0,1.0
8764,myth,NN,0.0,0.3436,0.754,0.9462,11.9438,5.9722,0.0,1.0,2.0,3.0,5.0,11.0
8765,mythological,JJ,0.0,0.0,0.0,0.0,3.9648,0.6236,0.0,0.0,0.0,0.0,2.0,2.0
8766,mythology,NN,0.0,0.0,0.377,0.0,0.8152,0.3928,0.0,0.0,1.0,0.0,1.0,2.0
8767,n,NN,0.0,0.5559,2.5892,0.3154,0.0,1.4591,0.0,1.0,1.0,1.0,0.0,3.0
8768,nab,VB,0.0,0.0,1.3622,0.0,0.0,0.0812,0.0,0.0,1.0,0.0,0.0,1.0
8769,nag,VB,0.0,0.0,0.0,0.1012,0.0,0.0812,0.0,0.0,0.0,1.0,0.0,1.0
8770,nagging,JJ,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
8771,nail,NN,0.0,0.0,1.3622,16.87,9.3403,8.1543,0.0,0.0,1.0,4.0,3.0,8.0
8772,nail,VB,0.0,0.0,0.0,0.0,5.0799,0.6941,0.0,0.0,0.0,0.0,2.0,2.0
8773,nail_scissors,NN,0.0,0.0,0.0,0.6729,0.0,0.0572,0.0,0.0,0.0,1.0,0.0,1.0
8774,naked,JJ,0.0,0.0,0.0,0.0,17.4771,2.1885,0.0,0.0,0.0,0.0,3.0,3.0
8775,name,VB,0.0,0.5559,37.5382,24.9551,111.1906,39.9152,0.0,1.0,9.0,7.0,23.0,40.0
8776,name,NN,991.9296,626.3561,508.4005,545.9443,639.3871,666.9851,43.0,60.0,39.0,79.0,76.0,297.0
8777,nameless,JJ,0.0,0.0,0.0,0.0,0.9357,0.0698,0.0,0.0,0.0,0.0,1.0,1.0
8778,namely,RB,0.0,0.0,0.0,0.0,0.1804,0.045,0.0,0.0,0.0,0.0,1.0,1.0
8779,namesake,NN,0.0,0.0,0.0,0.0,0.1559,0.0314,0.0,0.0,0.0,0.0,1.0,1.0
8780,naming,NN,0.0,0.0,0.0,0.0,0.9357,0.0698,0.0,0.0,0.0,0.0,1.0,1.0
8781,nanny,NN,0.0,0.0,0.0,0.0,1.6303,0.4535,0.0,0.0,0.0,0.0,2.0,2.0
8782,nanotechnology,NN,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
8783,napkin,NN,0.0,1.7859,0.0,0.0,0.0,0.0676,0.0,1.0,0.0,0.0,0.0,1.0
8784,narrative,NN,0.0,0.0,0.0,0.8294,0.8152,0.4535,0.0,0.0,0.0,1.0,1.0,2.0
8785,narrow,VB,0.0,0.7704,0.0,4.0091,8.8573,4.4472,0.0,1.0,0.0,2.0,4.0,7.0
8786,narrow,JJ,17.2086,30.2961,36.8943,15.0694,59.4059,40.324,4.0,6.0,7.0,6.0,12.0,35.0
8787,narrow-minded,JJ,0.0,0.0,1.3622,0.0,0.0,0.0812,0.0,0.0,1.0,0.0,0.0,1.0
8788,narrowly,RB,0.0,0.0,0.0,0.7308,0.0,0.0621,0.0,0.0,0.0,1.0,0.0,1.0
8789,nastiness,NN,0.0,0.0,0.0,0.0,0.9357,0.0698,0.0,0.0,0.0,0.0,1.0,1.0
8790,nasty,JJ,0.0,0.2913,4.299,10.403,23.2812,10.9542,0.0,1.0,2.0,4.0,5.0,12.0
8791,nation,NN,0.0,0.0,0.0,18.8394,37.7407,14.7823,0.0,0.0,0.0,7.0,10.0,17.0
8792,national,JJ,0.0,0.0,36.5057,42.9407,21.7451,21.4871,0.0,0.0,6.0,10.0,6.0,22.0
8793,nationalism,NN,0.0,0.0,0.0,0.0,0.8152,0.2268,0.0,0.0,0.0,0.0,1.0,1.0
8794,nationality,NN,0.0,0.0,0.0,0.1311,1.6303,1.0669,0.0,0.0,0.0,1.0,2.0,3.0
8795,nationwide,JJ,0.0,0.0,0.0,0.5926,0.0,0.0504,0.0,0.0,0.0,1.0,0.0,1.0
8796,native,NN,0.0,0.0,0.0,0.5926,0.0,0.0504,0.0,0.0,0.0,1.0,0.0,1.0
8797,native,JJ,0.0,0.5559,8.042,1.6588,3.1517,3.8886,0.0,1.0,2.0,2.0,2.0,7.0
8798,natural,JJ,0.0,25.4925,76.8287,69.5992,92.4967,59.3145,0.0,7.0,10.0,16.0,19.0,52.0
8799,naturalist,NN,3.4417,0.0,0.0,0.0,0.0,0.0178,1.0,0.0,0.0,0.0,0.0,1.0
8800,naturally,RB,0.0,0.887,21.5836,24.6834,4.9109,12.4616,0.0,1.0,5.0,8.0,2.0,16.0
8801,nature,NN,3.4417,0.887,23.3437,31.0512,77.2748,34.1819,1.0,1.0,4.0,8.0,13.0,27.0
8802,nature_reserve,NN,0.0,0.0,5.1784,0.0,0.0,0.1729,0.0,0.0,2.0,0.0,0.0,2.0
8803,naughty,JJ,7.1046,0.0,0.0,0.0,0.0,0.0367,2.0,0.0,0.0,0.0,0.0,2.0
8804,naval,JJ,0.0,0.0,0.0,0.1311,0.0,0.0314,0.0,0.0,0.0,1.0,0.0,1.0
8805,navy,NN,0.0,0.0,1.6375,0.0,0.0,0.2268,0.0,0.0,1.0,0.0,0.0,1.0
8806,nazi,JJ,0.0,0.0,0.0,0.0,0.9605,0.0717,0.0,0.0,0.0,0.0,1.0,1.0
8807,near,VB,0.0,1.6101,0.0,0.8294,0.0,0.5616,0.0,1.0,0.0,1.0,0.0,2.0
8808,near,RB,43.9219,46.2676,22.457,23.7253,22.3298,37.0025,4.0,11.0,4.0,11.0,6.0,36.0
8809,near,JJ,41.2536,23.8624,13.586,66.3914,87.1624,55.1703,5.0,5.0,3.0,16.0,17.0,46.0
8810,near,IN,814.1997,591.7241,414.7527,328.7285,173.8487,415.8362,30.0,64.0,38.0,47.0,33.0,212.0
8811,near-loss,NN,0.0,0.0,0.0,0.0,0.1559,0.0314,0.0,0.0,0.0,0.0,1.0,1.0
8812,nearby,RB,3.4417,7.9841,33.4194,6.1886,0.0,9.9626,1.0,4.0,6.0,4.0,0.0,15.0
8813,nearby,JJ,0.0,0.887,13.4668,11.8836,6.8114,9.4573,0.0,1.0,3.0,6.0,3.0,13.0
8814,nearly,RB,250.7255,66.9912,105.9416,142.7901,159.8624,143.4475,15.0,11.0,15.0,31.0,27.0,99.0
8815,neat,JJ,0.0,0.5559,2.7244,3.9351,21.0908,8.9756,0.0,1.0,2.0,2.0,5.0,10.0
8816,neatly,RB,0.0,0.0,0.0,3.9002,0.8152,1.4496,0.0,0.0,0.0,2.0,1.0,3.0
8817,necessarily,RB,0.0,0.0,0.0,10.2486,11.0122,5.7417,0.0,0.0,0.0,5.0,3.0,8.0
8818,necessary,JJ,2.4671,0.3248,27.1454,46.9504,62.5151,36.8099,1.0,1.0,6.0,13.0,10.0,31.0
8819,necessity,NN,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
8820,neck,NN,3.4417,64.2777,79.2588,47.7524,57.9074,62.309,1.0,14.0,13.0,9.0,15.0,52.0
8821,necklace,NN,2.3833,4.7571,3.016,0.0168,3.2384,5.9676,2.0,2.0,2.0,1.0,2.0,9.0
8822,need,MD,0.0,0.0,0.0,0.6729,0.0,0.0572,0.0,0.0,0.0,1.0,0.0,1.0
8823,need,NN,0.0,10.5298,34.401,69.0562,146.1589,68.0434,0.0,3.0,6.0,20.0,30.0,59.0
8824,need,VB,547.9892,798.3619,1032.4862,791.0025,666.7736,793.7672,31.0,93.0,108.0,135.0,112.0,479.0
8825,needle,NN,0.0,0.0,0.5308,0.0,3.1995,1.2949,0.0,0.0,1.0,0.0,2.0,3.0
8826,needless,JJ,0.0,0.0,0.0,0.0,3.3326,0.611,0.0,0.0,0.0,0.0,2.0,2.0
8827,needlessly,RB,0.0,0.0,0.0,0.1311,0.0,0.0314,0.0,0.0,0.0,1.0,0.0,1.0
8828,needy,JJ,0.0,0.0,2.1495,0.0,0.0,0.0613,0.0,0.0,1.0,0.0,0.0,1.0
8829,negative,NN,0.0,0.887,0.0,0.0,0.9357,0.7051,0.0,1.0,0.0,0.0,1.0,2.0
8830,negative,JJ,0.0,0.0,1.6375,31.7291,20.6417,11.6988,0.0,0.0,1.0,9.0,5.0,15.0
8831,negatively,RB,0.0,0.0,0.0,0.5926,0.0,0.0504,0.0,0.0,0.0,1.0,0.0,1.0
8832,negativity,NN,0.0,0.0,1.3622,0.0,0.0,0.0812,0.0,0.0,1.0,0.0,0.0,1.0
8833,neglect,VB,0.0,0.0,0.0,3.6117,0.0,0.6752,0.0,0.0,0.0,2.0,0.0,2.0
8834,negotiate,VB,0.0,0.0,0.0,0.1311,0.6091,0.5862,0.0,0.0,0.0,1.0,1.0,2.0
8835,neighbor,NN,2.4671,0.0,5.4488,0.4103,0.0,1.5533,1.0,0.0,4.0,1.0,0.0,6.0
8836,neighborhood,NN,14.8028,0.0,0.0,0.8205,0.6091,2.9827,5.0,0.0,0.0,2.0,1.0,8.0
8837,neighborhood_store,NN,0.0,0.0,0.0,0.0,0.6091,0.0803,0.0,0.0,0.0,0.0,1.0,1.0
